rp_Mpch,wp
3.454380511916718133e-01,2.429115749898470824e+02
4.461680382420334934e-01,2.033520811213189745e+02
5.761388545376533443e-01,1.502254126641677203e+02
7.440849556963482492e-01,1.215120126356372339e+02
9.610214820390043933e-01,1.145040394044667806e+02
1.241511010724501762e+00,1.028058602035672067e+02
1.603799546889973282e+00,9.074448800599478204e+01
2.071447375092908771e+00,7.376811445760003494e+01
2.675354487939583414e+00,6.333121016814822468e+01
3.455282621168992652e+00,5.114276092820106356e+01
4.462680400433092665e+00,4.221678888151341624e+01
5.763710360772615893e+00,3.462392801361751538e+01
7.444218493989385621e+00,2.761996961587399824e+01
9.614265277364451023e+00,2.169239684428416837e+01
1.241700824137915937e+01,1.652128012214418717e+01
1.603616912081496793e+01,1.242400542440759281e+01
2.071040961926101787e+01,8.736000093359919560e+00
2.674713793376594140e+01,5.899289218555717085e+00
