rp_Mpch,wp
3.454339737613583705e-01,2.375879343291374539e+02
4.461713944594175585e-01,2.010635915762896957e+02
5.761252437047240660e-01,1.476733131178013707e+02
7.440815644582393640e-01,1.196002627292069747e+02
9.610043239746051125e-01,1.136545477167460803e+02
1.241498695508028938e+00,1.022532894594779691e+02
1.603797077147120609e+00,9.088529355995494541e+01
2.071446977436692372e+00,7.346677871339156241e+01
2.675346944290356799e+00,6.310773575509918487e+01
3.455271200636131468e+00,5.102012430805556420e+01
4.462676080501251974e+00,4.209439059819571582e+01
5.763699272003340646e+00,3.453807379002888922e+01
7.444194844835699598e+00,2.750968915826643268e+01
9.614218681145629830e+00,2.163067469731318226e+01
1.241694249491470892e+01,1.648097397409041420e+01
1.603604155620404015e+01,1.239974765901516562e+01
2.071019813868207393e+01,8.714783202191302536e+00
2.674678002655975106e+01,5.864552265389240127e+00
