# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 762646
# D1D2.size2 = 762646
# D1R2.size1 = 762646
# D1R2.size2 = 20450462
# R1D2.size1 = 20450462
# R1D2.size2 = 762646
# R1R2.size1 = 20450462
# R1R2.size2 = 20450462
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454408267233e-01 2.412170407039e+02
4.439475303322e-01 4.461679989011e-01 2.023019323224e+02
5.733802840848e-01 5.761400328511e-01 1.495903619348e+02
7.405491138359e-01 7.440849896388e-01 1.216770228784e+02
9.564559599018e-01 9.610210716708e-01 1.143451246391e+02
1.235310374613e+00 1.241510786314e+00 1.027400264542e+02
1.595464700520e+00 1.603798620918e+00 9.072100288762e+01
2.060621899500e+00 2.071442760279e+00 7.364785491953e+01
2.661395524022e+00 2.675348663570e+00 6.336280382869e+01
3.437324497522e+00 3.455275480901e+00 5.112046103134e+01
4.439475303322e+00 4.462683883827e+00 4.217420780523e+01
5.733802840848e+00 5.763697983002e+00 3.464111436896e+01
7.405491138359e+00 7.444192942561e+00 2.763163085306e+01
9.564559599018e+00 9.614238029041e+00 2.168166611933e+01
1.235310374613e+01 1.241696016851e+01 1.649354423338e+01
1.595464700520e+01 1.603607893051e+01 1.240175436624e+01
2.060621899500e+01 2.071024323254e+01 8.709220691268e+00
2.661395524022e+01 2.674683782396e+01 5.881351943832e+00
