rp_Mpch,wp
3.454408267233122776e-01,2.412170407039060365e+02
4.461679989010750580e-01,2.023019323223600168e+02
5.761400328510830615e-01,1.495903619347893425e+02
7.440849896388181950e-01,1.216770228784465786e+02
9.610210716707827672e-01,1.143451246390962268e+02
1.241510786313739345e+00,1.027400264542183095e+02
1.603798620917971984e+00,9.072100288761976117e+01
2.071442760279138540e+00,7.364785491952869734e+01
2.675348663570001229e+00,6.336280382868761762e+01
3.455275480901451424e+00,5.112046103133521058e+01
4.462683883827060605e+00,4.217420780522684254e+01
5.763697983001773828e+00,3.464111436895629481e+01
7.444192942560871273e+00,2.763163085306075573e+01
9.614238029041063172e+00,2.168166611932685583e+01
1.241696016851440909e+01,1.649354423338460052e+01
1.603607893051454880e+01,1.240175436624211613e+01
2.071024323253739396e+01,8.709220691268235726e+00
2.674683782396136422e+01,5.881351943831548468e+00
