s_Mpch,xi0,xi2,xi4
3.209999344182871361e+00,5.404189583759542614e+00,2.401604651355637721e+00,2.813414238260622646e+00
5.128914930538457817e+00,2.831896375432885637e+00,6.829273001818292332e-01,1.195486956400214407e+00
7.092662047911130863e+00,1.680050619029582748e+00,6.281478618376751255e-02,5.256353215279966351e-01
9.071978224732998086e+00,1.095918991690538746e+00,-1.315811239508182240e-01,2.557764414137616016e-01
1.105886420685035176e+01,7.625267090187259900e-01,-1.937957068204546607e-01,1.431332015100900690e-01
1.304972927100307878e+01,5.587671411038201974e-01,-1.874237163433992159e-01,7.606854788399931844e-02
1.504289492730029387e+01,4.240198467163475149e-01,-1.832000960159152203e-01,6.028387529034365255e-02
1.703779279915193356e+01,3.299931934547760681e-01,-1.578973108018478788e-01,4.064720148596893262e-02
1.903365243608303459e+01,2.661406914100404864e-01,-1.411159862920410291e-01,2.176042906316402736e-02
2.103036605008647797e+01,2.124674964025810298e-01,-1.260384611200588145e-01,2.196692079186670157e-02
2.302764533426475069e+01,1.743733245008700083e-01,-1.074364630196003173e-01,9.301928344008333210e-03
2.502535432231386636e+01,1.429931011567192045e-01,-9.590951270396633199e-02,1.454985999359780825e-02
2.702345291660420656e+01,1.209777061133634757e-01,-8.372482478553661123e-02,7.770520462825919461e-03
2.902169849021751347e+01,1.000650735918460488e-01,-7.765743043261708056e-02,8.657585795070883022e-03
3.102021028664623969e+01,8.569431239595781680e-02,-6.966586796349663602e-02,1.143922763317751362e-02
3.301894592707148490e+01,7.336997556720523117e-02,-6.751462478306113901e-02,6.544298973068225431e-03
3.501780430397025867e+01,6.146370585845072065e-02,-6.167522733451569206e-02,8.928117221605122444e-03
3.701676726870772427e+01,5.357318460819127798e-02,-5.291048683609022446e-02,-1.095351069111113801e-03
3.901588392102831193e+01,4.651851486628912763e-02,-5.210377457224478481e-02,7.894461568988353148e-03
4.101505740297395164e+01,3.816860414714438182e-02,-5.167930285082438652e-02,5.248193695602426309e-03
4.301433753496388590e+01,3.328137305586880562e-02,-4.555417660833964433e-02,5.000336310852484568e-03
4.501370303810379170e+01,2.908212003170169285e-02,-4.405716970984489833e-02,2.923023600719939358e-03
4.701305135557797854e+01,2.516556779702366214e-02,-3.686274866772003278e-02,1.677726371635287692e-03
4.901244604147880324e+01,2.215862010019508874e-02,-3.410894159063108944e-02,1.752712822618356049e-04
5.101194312749282034e+01,1.960698863602470393e-02,-3.040031297875397248e-02,1.048665253560460663e-03
5.301145823443565774e+01,1.696766599528441721e-02,-2.961907102710797240e-02,6.624853629611552556e-04
5.501100437297672840e+01,1.606125737201278061e-02,-2.635144850987084994e-02,9.233873458098086455e-05
5.701053552561160842e+01,1.427112532387803806e-02,-2.551046139807400942e-02,-8.743871701780625214e-04
5.901016610589630318e+01,1.256514727954464831e-02,-2.078177345911064178e-02,1.506423033863076629e-03
