s_Mpch,xi0,xi2,xi4
3.345295776122657827e+00,nan,nan,nan
6.532847400423796635e+00,nan,nan,nan
9.323403068310458508e+00,nan,nan,nan
1.254833108331129665e+01,nan,nan,nan
1.545130714556788831e+01,1.326054269063283164e-01,-3.723081432412214675e-02,-4.447229483729707722e-01
1.830551686029084024e+01,4.444353673306007835e+00,-1.315256753136138812e+01,1.547444172221991820e+01
