model_id,component,n_bins,f_sat_target,alpha_s,f_sat_actual,rms_fractional_residual,mean_abs_fractional_residual,chi2_diag_jk_raw,rms_pull_jk,selected_for_paper,selection_reason,diagcov_chi2_total,diagcov_chi2_cov,diagcov_chi2_total_cov,diagcov_chi2_xi0,diagcov_chi2_xi2,diagcov_chi2_wp,diagcov_rank,fullcov_chi2_total,fullcov_chi2_cov,fullcov_chi2_total_cov,fullcov_chi2_xi0,fullcov_chi2_xi2,fullcov_chi2_wp,fullcov_rank
tng3002_fsat0p080_alphaS1p000,xi0,28,0.08,1.0,0.07991266375545851,0.7516276559767068,0.5067047380564752,6022.315988346138,14.665698546932735,0,,513.1794876556548,2280.166190726466,2280.16619090965,249.53468897121235,171.33146383982873,92.31333466142998,19,513.1794876556548,1033.884298923315,1033.884299106499,249.53468897121235,171.33146383982873,92.31333466142998,14
tng3002_fsat0p080_alphaS1p000,xi2,28,0.08,1.0,0.07991266375545851,0.9535513870677995,0.5731055761234337,2031.6930690950753,8.518243172943324,0,,513.1794876556548,2280.166190726466,2280.16619090965,249.53468897121235,171.33146383982873,92.31333466142998,19,513.1794876556548,1033.884298923315,1033.884299106499,249.53468897121235,171.33146383982873,92.31333466142998,14
tng3002_fsat0p080_alphaS1p200,all,72,0.08,1.2,0.07991266375545851,0.7249340743049213,0.4600941535004608,9907.961290991623,11.730753321334259,0,,482.06885645121633,2294.4752463349023,2294.4752465180864,245.56044923294377,144.9262292816863,91.58217775340242,20,482.06885645121633,1095.664549214055,1095.6645493972387,245.56044923294377,144.9262292816863,91.58217775340242,17
tng3002_fsat0p080_alphaS1p200,wp,16,0.08,1.2,0.07991266375545851,0.2946859921878716,0.2292339442249838,1784.0741783056596,10.559575566475374,0,,482.06885645121633,2294.4752463349023,2294.4752465180864,245.56044923294377,144.9262292816863,91.58217775340242,20,482.06885645121633,1095.664549214055,1095.6645493972387,245.56044923294377,144.9262292816863,91.58217775340242,17
tng3002_fsat0p080_alphaS1p200,xi0,28,0.08,1.2,0.07991266375545851,0.7588131832864886,0.5068024883203877,6034.8862044693105,14.680996225039301,0,,482.06885645121633,2294.4752463349023,2294.4752465180864,245.56044923294377,144.9262292816863,91.58217775340242,20,482.06885645121633,1095.664549214055,1095.6645493972387,245.56044923294377,144.9262292816863,91.58217775340242,17
tng3002_fsat0p080_alphaS1p200,xi2,28,0.08,1.2,0.07991266375545851,0.8520217931248151,0.545305938266521,2089.0009082166516,8.63754451759595,0,,482.06885645121633,2294.4752463349023,2294.4752465180864,245.56044923294377,144.9262292816863,91.58217775340242,20,482.06885645121633,1095.664549214055,1095.6645493972387,245.56044923294377,144.9262292816863,91.58217775340242,17
tng3002_fsat0p080_alphaS1p400,all,72,0.08,1.4,0.07991266375545851,0.7180108069821599,0.46739568482472993,10249.863079531211,11.931437861294567,0,,485.14853673088237,2373.65250262828,2373.6525028114643,240.77488484927883,152.54906815973783,91.82458353868182,21,485.14853673088237,1219.3031636162536,1219.3031637994375,240.77488484927883,152.54906815973783,91.82458353868182,22
tng3002_fsat0p080_alphaS1p400,wp,16,0.08,1.4,0.07991266375545851,0.29485608255638596,0.229671838363049,1793.813205979152,10.588358011216705,0,,485.14853673088237,2373.65250262828,2373.6525028114643,240.77488484927883,152.54906815973783,91.82458353868182,21,485.14853673088237,1219.3031636162536,1219.3031637994375,240.77488484927883,152.54906815973783,91.82458353868182,22
tng3002_fsat0p080_alphaS1p400,xi0,28,0.08,1.4,0.07991266375545851,0.7527765555930952,0.5036121429614762,6160.76253148019,14.833314979031142,0,,485.14853673088237,2373.65250262828,2373.6525028114643,240.77488484927883,152.54906815973783,91.82458353868182,21,485.14853673088237,1219.3031636162536,1219.3031637994375,240.77488484927883,152.54906815973783,91.82458353868182,22
tng3002_fsat0p080_alphaS1p400,xi2,28,0.08,1.4,0.07991266375545851,0.8422116382088362,0.5670214246660873,2295.28734207187,9.053979673664958,0,,485.14853673088237,2373.65250262828,2373.6525028114643,240.77488484927883,152.54906815973783,91.82458353868182,21,485.14853673088237,1219.3031636162536,1219.3031637994375,240.77488484927883,152.54906815973783,91.82458353868182,22
tng3002_fsat0p120_alphaS0p600,all,72,0.12,0.6,0.12008733624454149,0.9054782181809053,0.4851856695159476,8592.854917408114,10.924523201779738,0,,624.8313874448293,1989.9242966629315,1989.9242968461153,218.59668470553294,325.83951972112357,80.3951828349889,16,624.8313874448293,1096.8448484046403,1096.8448485878241,218.59668470553294,325.83951972112357,80.3951828349889,18
tng3002_fsat0p120_alphaS0p600,wp,16,0.12,0.6,0.12008733624454149,0.28932282557983724,0.19638319680775299,1292.7226276687895,8.988613031458154,0,,624.8313874448293,1989.9242966629315,1989.9242968461153,218.59668470553294,325.83951972112357,80.3951828349889,16,624.8313874448293,1096.8448484046403,1096.8448485878241,218.59668470553294,325.83951972112357,80.3951828349889,18
tng3002_fsat0p120_alphaS0p600,xi0,28,0.12,0.6,0.12008733624454149,0.7088884043091938,0.46574486655898323,4693.303730772159,12.946736669320186,0,,624.8313874448293,1989.9242966629315,1989.9242968461153,218.59668470553294,325.83951972112357,80.3951828349889,16,624.8313874448293,1096.8448484046403,1096.8448485878241,218.59668470553294,325.83951972112357,80.3951828349889,18
