# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 763555
# D1D2.size2 = 763555
# D1R2.size1 = 763555
# D1R2.size2 = 20489760
# R1D2.size1 = 20489760
# R1D2.size2 = 763555
# R1R2.size1 = 20489760
# R1R2.size2 = 20489760
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454364815582e-01 2.426976731862e+02
4.439475303322e-01 4.461669487196e-01 2.023390101866e+02
5.733802840848e-01 5.761348875436e-01 1.499753758855e+02
7.405491138359e-01 7.440799245152e-01 1.215462078320e+02
9.564559599018e-01 9.610181867366e-01 1.144326515615e+02
1.235310374613e+00 1.241510490282e+00 1.025294928542e+02
1.595464700520e+00 1.603797810479e+00 9.070582726591e+01
2.060621899500e+00 2.071445939068e+00 7.371202028963e+01
2.661395524022e+00 2.675352241962e+00 6.329979815109e+01
3.437324497522e+00 3.455278433195e+00 5.105612866199e+01
4.439475303322e+00 4.462673408134e+00 4.212126253535e+01
5.733802840848e+00 5.763700654037e+00 3.463387109412e+01
7.405491138359e+00 7.444199680871e+00 2.764112190752e+01
9.564559599018e+00 9.614230767663e+00 2.169831063348e+01
1.235310374613e+01 1.241695769721e+01 1.649823608951e+01
1.595464700520e+01 1.603607689196e+01 1.244270823274e+01
2.060621899500e+01 2.071025230193e+01 8.712332774181e+00
2.661395524022e+01 2.674688137058e+01 5.900782092126e+00
