# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 768544
# D1D2.size2 = 768544
# D1R2.size1 = 768544
# D1R2.size2 = 20587295
# R1D2.size1 = 20587295
# R1D2.size2 = 768544
# R1R2.size1 = 20587295
# R1R2.size2 = 20587295
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454365433973e-01 2.426380922257e+02
4.439475303322e-01 4.461680901510e-01 2.032988793155e+02
5.733802840848e-01 5.761380748597e-01 1.498059152706e+02
7.405491138359e-01 7.440843564130e-01 1.214247025439e+02
9.564559599018e-01 9.610218107009e-01 1.144175627067e+02
1.235310374613e+00 1.241511065015e+00 1.027285774747e+02
1.595464700520e+00 1.603799743843e+00 9.084778167503e+01
2.060621899500e+00 2.071448139804e+00 7.376771248185e+01
2.661395524022e+00 2.675355303309e+00 6.334087444325e+01
3.437324497522e+00 3.455283743342e+00 5.108563614654e+01
4.439475303322e+00 4.462680628924e+00 4.221648137867e+01
5.733802840848e+00 5.763708002051e+00 3.459944058370e+01
7.405491138359e+00 7.444214320619e+00 2.763692536828e+01
9.564559599018e+00 9.614264915975e+00 2.167201440152e+01
1.235310374613e+01 1.241700460087e+01 1.649436255391e+01
1.595464700520e+01 1.603615890586e+01 1.241588094690e+01
2.060621899500e+01 2.071039150003e+01 8.726785227492e+00
2.661395524022e+01 2.674709656475e+01 5.885685534111e+00
