rp_Mpch,wp
3.454387830896833433e-01,2.427400419446487945e+02
4.461660897145987015e-01,2.035847783927104047e+02
5.761365410906094109e-01,1.499418924914957927e+02
7.440854859950369882e-01,1.214181322240686995e+02
9.610195443630989987e-01,1.142725328449934352e+02
1.241509865282310887e+00,1.027938916397740172e+02
1.603797829840846401e+00,9.101097468050363659e+01
2.071450749162325966e+00,7.371042807642218975e+01
2.675351267678709899e+00,6.335568145407331286e+01
3.455281046265164413e+00,5.110188101012175821e+01
4.462679633501517529e+00,4.217739582526747455e+01
5.763704917131533989e+00,3.461986026112784742e+01
7.444213563950501822e+00,2.763382592816432748e+01
9.614257458426326508e+00,2.168083260070794083e+01
1.241698708553862396e+01,1.649133316130590998e+01
1.603613167919448301e+01,1.240496717669828541e+01
2.071033821590199508e+01,8.734768269353867964e+00
2.674700335615592195e+01,5.882859255385946895e+00
