# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 765185
# D1D2.size2 = 765185
# D1R2.size1 = 765185
# D1R2.size2 = 20519292
# R1D2.size1 = 20519292
# R1D2.size2 = 765185
# R1R2.size1 = 20519292
# R1R2.size2 = 20519292
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454387830897e-01 2.427400419446e+02
4.439475303322e-01 4.461660897146e-01 2.035847783927e+02
5.733802840848e-01 5.761365410906e-01 1.499418924915e+02
7.405491138359e-01 7.440854859950e-01 1.214181322241e+02
9.564559599018e-01 9.610195443631e-01 1.142725328450e+02
1.235310374613e+00 1.241509865282e+00 1.027938916398e+02
1.595464700520e+00 1.603797829841e+00 9.101097468050e+01
2.060621899500e+00 2.071450749162e+00 7.371042807642e+01
2.661395524022e+00 2.675351267679e+00 6.335568145407e+01
3.437324497522e+00 3.455281046265e+00 5.110188101012e+01
4.439475303322e+00 4.462679633502e+00 4.217739582527e+01
5.733802840848e+00 5.763704917132e+00 3.461986026113e+01
7.405491138359e+00 7.444213563951e+00 2.763382592816e+01
9.564559599018e+00 9.614257458426e+00 2.168083260071e+01
1.235310374613e+01 1.241698708554e+01 1.649133316131e+01
1.595464700520e+01 1.603613167919e+01 1.240496717670e+01
2.060621899500e+01 2.071033821590e+01 8.734768269354e+00
2.661395524022e+01 2.674700335616e+01 5.882859255386e+00
