rp_Mpch,wp
3.454356973993572000e-01,2.429504044349124001e+02
4.461664026270172334e-01,2.032826339209509854e+02
5.761375859970767621e-01,1.499287537379833566e+02
7.440876696813044644e-01,1.210287990001691441e+02
9.610199094739461101e-01,1.140386103732510747e+02
1.241509981982432009e+00,1.027586115357903509e+02
1.603800561916848277e+00,9.090431443177536153e+01
2.071449815363949121e+00,7.367834307578183939e+01
2.675352302073677802e+00,6.332746322370701364e+01
3.455278952767105061e+00,5.106943550420911038e+01
4.462676554481543434e+00,4.216116570188960111e+01
5.763705409696222581e+00,3.452610864516986311e+01
7.444210222558246492e+00,2.754672846523187246e+01
9.614259408465553491e+00,2.164533127513868038e+01
1.241699528681267140e+01,1.646959991958503267e+01
1.603615070541853527e+01,1.239807676313059481e+01
2.071037955162024957e+01,8.711134392527011272e+00
2.674707143637241202e+01,5.856664022258049940e+00
