# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 765138
# D1D2.size2 = 765138
# D1R2.size1 = 765138
# D1R2.size2 = 20514978
# R1D2.size1 = 20514978
# R1D2.size2 = 765138
# R1R2.size1 = 20514978
# R1R2.size2 = 20514978
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454356973994e-01 2.429504044349e+02
4.439475303322e-01 4.461664026270e-01 2.032826339210e+02
5.733802840848e-01 5.761375859971e-01 1.499287537380e+02
7.405491138359e-01 7.440876696813e-01 1.210287990002e+02
9.564559599018e-01 9.610199094739e-01 1.140386103733e+02
1.235310374613e+00 1.241509981982e+00 1.027586115358e+02
1.595464700520e+00 1.603800561917e+00 9.090431443178e+01
2.060621899500e+00 2.071449815364e+00 7.367834307578e+01
2.661395524022e+00 2.675352302074e+00 6.332746322371e+01
3.437324497522e+00 3.455278952767e+00 5.106943550421e+01
4.439475303322e+00 4.462676554482e+00 4.216116570189e+01
5.733802840848e+00 5.763705409696e+00 3.452610864517e+01
7.405491138359e+00 7.444210222558e+00 2.754672846523e+01
9.564559599018e+00 9.614259408466e+00 2.164533127514e+01
1.235310374613e+01 1.241699528681e+01 1.646959991959e+01
1.595464700520e+01 1.603615070542e+01 1.239807676313e+01
2.060621899500e+01 2.071037955162e+01 8.711134392527e+00
2.661395524022e+01 2.674707143637e+01 5.856664022258e+00
