s_Mpch,xi0,xi2,xi4
3.210038585580601733e+00,5.410788488465817281e+00,2.391068775164383098e+00,2.817341177001015051e+00
5.128948534179582630e+00,2.833217156980975648e+00,6.853090891956120645e-01,1.199935586570189727e+00
7.092662897927887400e+00,1.679198432953593390e+00,6.206039879831781736e-02,5.244950353378566854e-01
9.071991457158413041e+00,1.095783801961088155e+00,-1.319775085176370100e-01,2.557456148387136086e-01
1.105887448991183675e+01,7.624071159551386589e-01,-1.955711261831053482e-01,1.421844583105965898e-01
1.304973909719202929e+01,5.590677767933730502e-01,-1.886136512336809845e-01,7.458052944646836879e-02
1.504290800648888649e+01,4.237579671342226462e-01,-1.841699659248166865e-01,5.976673247365393155e-02
1.703780335457316042e+01,3.296446299897459742e-01,-1.579619352281168010e-01,3.915451981679689275e-02
1.903367080675520384e+01,2.660337084060390156e-01,-1.408998856237322350e-01,2.177996028326077693e-02
2.103037856811712558e+01,2.123481107195296369e-01,-1.265046106742473420e-01,2.106811888009920905e-02
2.302766475178531991e+01,1.744264273922705999e-01,-1.068609697205766956e-01,9.176970381842133873e-03
2.502536699979422607e+01,1.426275292563905228e-01,-9.566534717116811914e-02,1.394037586106118901e-02
2.702346945385453481e+01,1.206992242996044740e-01,-8.348559243297648536e-02,6.872191926557896964e-03
2.902171619738300379e+01,9.955302900651862019e-02,-7.741936931374372721e-02,8.246996515128493174e-03
3.102022833834906734e+01,8.530951112447113238e-02,-6.922904856181688604e-02,1.129162842150514476e-02
3.301895856807340834e+01,7.324036243045413397e-02,-6.750814109712943711e-02,6.510229222198314625e-03
3.501782395490230471e+01,6.127073801250564056e-02,-6.139465291867374219e-02,8.691475731081706180e-03
3.701678259244455660e+01,5.350239500216559529e-02,-5.323079606767966432e-02,-9.822581677548999912e-04
3.901589937324105506e+01,4.665017311196047178e-02,-5.198009811685819215e-02,7.650952209067524504e-03
4.101507859117179322e+01,3.806541961167841936e-02,-5.185092619911567391e-02,4.721816374323346832e-03
4.301435227600906330e+01,3.324147072631129796e-02,-4.579123492318708938e-02,4.343296029354348775e-03
4.501371821384392291e+01,2.900309056006021569e-02,-4.383305208721893775e-02,2.131790202216730934e-03
4.701306737216238929e+01,2.505207047584756541e-02,-3.730369404770336045e-02,9.719102558169556011e-04
4.901246481329751248e+01,2.214183591072402257e-02,-3.386368522466071812e-02,-9.948550034026629185e-04
5.101196028527957793e+01,1.954087902287388739e-02,-3.042131937692335933e-02,-9.841587678845604677e-05
5.301147484727808035e+01,1.694860766270205044e-02,-2.959904198818166104e-02,-2.149584754975026571e-04
5.501102248038991149e+01,1.604206351914675907e-02,-2.639701364887593604e-02,-4.147881344445929642e-04
5.701055615777590191e+01,1.431032223624372282e-02,-2.534495294419599962e-02,-1.209632453788717088e-03
5.901018184541567280e+01,1.268774625105388749e-02,-2.129857202960026147e-02,1.244179191802680931e-03
