# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 758318
# D1D2.size2 = 758318
# D1R2.size1 = 758318
# D1R2.size2 = 20421519
# R1D2.size1 = 20421519
# R1D2.size2 = 758318
# R1R2.size1 = 20421519
# R1R2.size2 = 20421519
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454346856033e-01 2.406347092208e+02
4.439475303322e-01 4.461594950482e-01 2.019109230876e+02
5.733802840848e-01 5.761277261107e-01 1.488877763476e+02
7.405491138359e-01 7.440789856536e-01 1.209383812650e+02
9.564559599018e-01 9.610075972344e-01 1.144383438933e+02
1.235310374613e+00 1.241510893036e+00 1.024865809931e+02
1.595464700520e+00 1.603795333710e+00 9.104623111940e+01
2.060621899500e+00 2.071448440761e+00 7.366440568001e+01
2.661395524022e+00 2.675346122458e+00 6.349636995075e+01
3.437324497522e+00 3.455274874203e+00 5.117262593165e+01
4.439475303322e+00 4.462673257996e+00 4.225918290739e+01
5.733802840848e+00 5.763681064259e+00 3.471881067087e+01
7.405491138359e+00 7.444176041904e+00 2.770856491000e+01
9.564559599018e+00 9.614197893349e+00 2.169300428473e+01
1.235310374613e+01 1.241691880495e+01 1.653496730193e+01
1.595464700520e+01 1.603600834812e+01 1.242429716419e+01
2.060621899500e+01 2.071015655905e+01 8.736312111922e+00
2.661395524022e+01 2.674671721140e+01 5.885053218951e+00
