rp_Mpch,wp
3.454388436827897646e-01,2.411433546616073613e+02
4.461622889416277937e-01,2.033210526739495094e+02
5.761349270853307614e-01,1.495777500525280175e+02
7.440793613417994168e-01,1.209169628236666227e+02
9.610124894840502696e-01,1.144296705232579825e+02
1.241505384289912417e+00,1.028312906805920193e+02
1.603799496879489750e+00,9.073370013442763593e+01
2.071445988834022423e+00,7.389725422277203393e+01
2.675353396133234973e+00,6.345008271606655370e+01
3.455279560800223582e+00,5.112727442391717858e+01
4.462676553149155900e+00,4.225248499019190263e+01
5.763703770791072323e+00,3.461290712825493898e+01
7.444201420726032303e+00,2.764009708409795962e+01
9.614244336882554975e+00,2.170961007463157344e+01
1.241697792664234257e+01,1.649639778320669237e+01
1.603608897034845171e+01,1.242989898003460070e+01
2.071028259847220099e+01,8.728297384024903849e+00
2.674693902483443253e+01,5.896978985334714096e+00
