s_Mpch,xi0,xi2,xi4
3.209999878924994832e+00,5.402304739704263170e+00,2.390186598996166367e+00,2.799678301363169641e+00
5.128900060571625730e+00,2.829926020112851770e+00,6.792148684002042858e-01,1.195429908043109002e+00
7.092644457504620803e+00,1.678366330782651294e+00,5.858655525200405501e-02,5.234120796105778961e-01
9.071970212257175703e+00,1.093913700308090542e+00,-1.321532728792731981e-01,2.563541144703208041e-01
1.105884993372632685e+01,7.613697055243831002e-01,-1.963495109847582243e-01,1.428587835486452573e-01
1.304972267236058059e+01,5.571685888334043657e-01,-1.884173265742753456e-01,7.462212534105272521e-02
1.504288776199623534e+01,4.231306313667331787e-01,-1.845619890665509133e-01,5.897721451211898613e-02
1.703777980011459192e+01,3.287538455543953519e-01,-1.590411663156485189e-01,3.852160338351522106e-02
1.903365049418244581e+01,2.657257674509754808e-01,-1.411433447838800759e-01,2.158695903274005998e-02
2.103035703433557657e+01,2.120106647107637965e-01,-1.263371313647951300e-01,2.153280292279581218e-02
2.302763996092344456e+01,1.747322293889350397e-01,-1.069196200930019464e-01,8.682405622190360675e-03
2.502534163742229723e+01,1.422231507042701903e-01,-9.570459836183589641e-02,1.422800680372228281e-02
2.702344449824955674e+01,1.206732414478545595e-01,-8.415789217565591840e-02,7.449471563100328562e-03
2.902169804911485329e+01,9.958660391763102249e-02,-7.783963106294242151e-02,9.241200946174371253e-03
3.102020505583947241e+01,8.522165868713772741e-02,-6.999151534502617844e-02,1.231604663359133975e-02
3.301893761445929698e+01,7.311426901246104171e-02,-6.805190245854095266e-02,7.165110142888390064e-03
3.501779971934822555e+01,6.110160916775224382e-02,-6.206225571364264171e-02,9.460750824816540130e-03
3.701676042633135211e+01,5.339656159285657844e-02,-5.376636974568124727e-02,-7.446397421234760179e-05
3.901587881996196217e+01,4.664869527270860267e-02,-5.202250957404207926e-02,8.388010878574480092e-03
4.101505728920371041e+01,3.791568600821751400e-02,-5.193653542949749902e-02,5.488377061501794121e-03
4.301433094433481585e+01,3.317552881473598281e-02,-4.606677928309688141e-02,4.865498701821234159e-03
4.501369909857323393e+01,2.897422574208737001e-02,-4.435893568107737717e-02,2.794383104745337514e-03
4.701304656086164613e+01,2.504757698776511124e-02,-3.705576802446181733e-02,1.194007727517230021e-03
4.901244425124670556e+01,2.206155723371522326e-02,-3.433353571901583134e-02,-5.509745322076255994e-04
5.101193942526791147e+01,1.957529685676812764e-02,-3.083061777019590124e-02,1.325535815543616228e-04
5.301145045877782991e+01,1.692725025776633044e-02,-2.976035917309647130e-02,1.551101815512319717e-04
5.501100159525068989e+01,1.586261231125205701e-02,-2.679253332374648133e-02,-1.083220517195788123e-06
5.701053570434422824e+01,1.428271115632508831e-02,-2.531998781236322743e-02,-1.094206918573627880e-03
5.901016067412702171e+01,1.262124670624393055e-02,-2.104966621434372839e-02,1.551662368219936623e-03
