rp_Mpch,wp
3.454364445669335648e-01,2.402359681977551702e+02
4.461641629733724690e-01,2.018765061951519897e+02
5.761349730947705750e-01,1.489688514176598915e+02
7.440761788846905755e-01,1.204389431880744326e+02
9.610120658523284565e-01,1.133638880483435969e+02
1.241506057443917621e+00,1.024535845466280080e+02
1.603798622027698073e+00,9.081148307884257065e+01
2.071444085123175682e+00,7.358354196269364422e+01
2.675345506882155000e+00,6.319465782393784536e+01
3.455275663632551453e+00,5.089439014219975377e+01
4.462670530158446169e+00,4.205557735247138851e+01
5.763688980524905858e+00,3.446942070978305139e+01
7.444183127126801303e+00,2.753709227401084192e+01
9.614211607949730620e+00,2.161013396331103920e+01
1.241693609142548560e+01,1.642245946905688214e+01
1.603603859611806470e+01,1.238709127891540440e+01
2.071019039370550630e+01,8.698425167269832059e+00
2.674677764614306597e+01,5.861943827322131817e+00
