rp_Mpch,wp
3.454371490418907120e-01,2.409415524629434913e+02
4.461622770794776982e-01,2.034420595160765970e+02
5.761363679372852875e-01,1.502159682939079062e+02
7.440772842710771107e-01,1.213141096228272744e+02
9.610151775916883077e-01,1.144403871233118082e+02
1.241500353967107895e+00,1.031323374632204093e+02
1.603798888353838992e+00,9.095684086919536071e+01
2.071442271493011855e+00,7.396358592202139448e+01
2.675354001273074545e+00,6.340932744319533043e+01
3.455281920421717778e+00,5.108807279559746206e+01
4.462668769663696189e+00,4.217479545220071202e+01
5.763695872256466401e+00,3.458631096641065028e+01
7.444194276889060546e+00,2.764216172936644966e+01
9.614226959099323011e+00,2.160302045663741666e+01
1.241694824404814135e+01,1.645209557791382338e+01
1.603606127547790194e+01,1.239593810230765314e+01
2.071021271172222100e+01,8.716576149550697039e+00
2.674679714404781450e+01,5.869625505895259110e+00
