# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 761564
# D1D2.size2 = 761564
# D1R2.size1 = 761564
# D1R2.size2 = 20435610
# R1D2.size1 = 20435610
# R1D2.size2 = 761564
# R1R2.size1 = 20435610
# R1R2.size2 = 20435610
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454371490419e-01 2.409415524629e+02
4.439475303322e-01 4.461622770795e-01 2.034420595161e+02
5.733802840848e-01 5.761363679373e-01 1.502159682939e+02
7.405491138359e-01 7.440772842711e-01 1.213141096228e+02
9.564559599018e-01 9.610151775917e-01 1.144403871233e+02
1.235310374613e+00 1.241500353967e+00 1.031323374632e+02
1.595464700520e+00 1.603798888354e+00 9.095684086920e+01
2.060621899500e+00 2.071442271493e+00 7.396358592202e+01
2.661395524022e+00 2.675354001273e+00 6.340932744320e+01
3.437324497522e+00 3.455281920422e+00 5.108807279560e+01
4.439475303322e+00 4.462668769664e+00 4.217479545220e+01
5.733802840848e+00 5.763695872256e+00 3.458631096641e+01
7.405491138359e+00 7.444194276889e+00 2.764216172937e+01
9.564559599018e+00 9.614226959099e+00 2.160302045664e+01
1.235310374613e+01 1.241694824405e+01 1.645209557791e+01
1.595464700520e+01 1.603606127548e+01 1.239593810231e+01
2.060621899500e+01 2.071021271172e+01 8.716576149551e+00
2.661395524022e+01 2.674679714405e+01 5.869625505895e+00
