label,split,covariance_mode,hartlap_scale,f_sat_target,alpha_s,radial_scale,f_sat_actual,chi2,source_chi2_total,source_chi2_wp,source_chi2_xi0,source_chi2_xi2
minimal_hod_profile,joint,full,0.23157894736842105,0.06,1.3,1.5,0.06000006584033906,1326.5737075627424,432.3340689805854,374.4071434511364,44.67401683473415,13.252908694714726
minimal_hod_profile,joint,full,0.23157894736842105,0.06,1.3,3.0,0.06000006584033906,1373.623655701423,282.87084117007777,221.73076950768237,44.85190947498393,16.28816218741132
minimal_hod_profile,joint,full,0.23157894736842105,0.06,1.3,2.0,0.06000006584033906,1384.5279949923497,377.7859984929118,319.23747998337103,44.72245356731393,13.82606494222668
minimal_hod_profile,joint,full,0.23157894736842105,0.08,0.7,1.0,0.08000000940576273,1387.361543629388,899.6570634302248,715.2568641832157,77.0611650868125,107.33903416019626
minimal_hod_profile,joint,full,0.23157894736842105,0.08,0.7,1.5,0.08000000940576273,1515.6752264619297,928.8334196875173,746.4026662762979,77.18810724932075,105.24264616189855
minimal_hod_profile,joint,full,0.23157894736842105,0.08,1.1,4.0,0.08000000940576273,1536.7826157957659,458.2478045041066,296.1938187609299,81.33603611465503,80.71794962852152
minimal_hod_profile,joint,full,0.23157894736842105,0.08,1.1,1.0,0.08000000940576273,1574.1179060812315,936.4832217637622,715.2616385120984,80.30752791074197,140.91405534092164
minimal_hod_profile,joint,full,0.23157894736842105,0.08,0.7,3.0,0.08000000940576273,1583.4382205916795,579.493950905148,418.0474923567122,77.94144760704015,83.5050109413955
minimal_hod_profile,joint,full,0.23157894736842105,0.08,0.7,2.0,0.08000000940576273,1663.9195677282144,803.5259915591822,625.5539756370022,77.37270521717946,100.59931070500038
minimal_hod_profile,joint,full,0.23157894736842105,0.08,1.1,1.5,0.08000000940576273,1668.3081002235542,964.6507898790711,746.5042566834608,80.38836161239593,137.75817158321422
minimal_hod_profile,joint,full,0.23157894736842105,0.08,1.3,4.0,0.08000000940576273,1695.1652623593611,451.77942820779265,296.26709810079205,81.61158769415917,73.90074241284125
minimal_hod_profile,joint,full,0.23157894736842105,0.08,1.3,1.0,0.08000000940576273,1710.0041421197259,918.948901262294,715.2324859192056,80.77405149698208,122.94236384610613
minimal_hod_profile,joint,full,0.23157894736842105,0.08,1.1,3.0,0.08000000940576273,1770.7210100364698,609.3921914861394,418.16024163806685,80.84448016884403,110.38746967922826
minimal_hod_profile,joint,full,0.23157894736842105,0.08,1.3,1.5,0.08000000940576273,1805.896670912762,947.2425984652148,746.5058242936178,80.83121365135409,119.90556052024256
minimal_hod_profile,joint,full,0.23157894736842105,0.08,1.1,2.0,0.08000000940576273,1815.885433038017,837.3640498030627,625.6717614656072,80.50594876803373,131.1863395694215
minimal_hod_profile,joint,full,0.23157894736842105,0.1,0.7,4.0,0.09999995297118638,1910.8393702392382,942.7090422198162,498.91952730308094,129.29001235279574,314.4995025639393
minimal_hod_profile,joint,full,0.23157894736842105,0.08,1.3,3.0,0.08000000940576273,1929.5158541027672,596.5877587354805,418.20493181433443,81.20848642918847,97.17434049195737
minimal_hod_profile,joint,full,0.23157894736842105,0.08,1.3,2.0,0.08000000940576273,1959.064394271075,821.1694942344683,625.7888784077186,80.93651894891597,114.44409687783349
minimal_hod_profile,joint,full,0.23157894736842105,0.1,0.7,1.0,0.09999995297118638,2044.9513454296552,1902.9234297885134,1298.6169042861177,125.88657227855906,478.4199532238365
minimal_hod_profile,joint,full,0.23157894736842105,0.1,1.1,4.0,0.09999995297118638,2226.555713411909,1034.4415939708967,499.10996753116876,132.7386970572268,402.5929293825009
minimal_hod_profile,joint,full,0.23157894736842105,0.1,0.7,1.5,0.09999995297118638,2258.9893535686865,1942.4467196028238,1344.1874351011518,126.13930860450573,472.11997589716617
minimal_hod_profile,joint,full,0.23157894736842105,0.1,1.1,1.0,0.09999995297118638,2311.5853189597506,2021.2872772883643,1298.7147262815245,130.7418874653582,591.8306635414814
minimal_hod_profile,joint,full,0.23157894736842105,0.1,0.7,3.0,0.09999995297118638,2417.8853720357783,1251.4479383319215,720.4214418692227,127.59582479390315,403.4306716687953
minimal_hod_profile,joint,full,0.23157894736842105,0.1,1.3,4.0,0.09999995297118638,2446.2369115978254,994.6932386690912,499.19973207878616,132.8127203188853,362.6807862714195
minimal_hod_profile,joint,full,0.23157894736842105,0.1,1.1,1.5,0.09999995297118638,2456.7021819395422,2058.2292467121106,1344.477960209381,130.89862537642378,582.8526611263055
minimal_hod_profile,joint,full,0.23157894736842105,0.1,1.3,1.0,0.09999995297118638,2492.5038255481327,1955.2706684193754,1298.7600028227787,131.20420143025717,525.3064641663393
minimal_hod_profile,joint,full,0.23157894736842105,0.1,0.7,2.0,0.09999995297118638,2571.9595558075,1692.864421092793,1108.4203954379714,126.50028819646603,457.9437374583553
minimal_hod_profile,joint,full,0.23157894736842105,0.1,1.3,1.5,0.09999995297118638,2639.578977798935,1992.3865380461928,1344.5751691365194,131.3231446445954,516.4882242650776
minimal_hod_profile,joint,full,0.23157894736842105,0.1,1.1,3.0,0.09999995297118638,2678.3174495411945,1351.66194087472,720.6867995139891,131.78352483845242,499.191616522278
minimal_hod_profile,joint,full,0.23157894736842105,0.1,1.1,2.0,0.09999995297118638,2766.0710120517615,1803.4982376287314,1108.7162542453962,131.13129064902,563.650692734315
