# DESI DR1 LRG pycorr multipoles
# s_Mpch,xi0,xi2,xi4
# mode = smu
# autocorr = True
# D1D2.size1 = 766552
# D1D2.size2 = 766552
# D1R2.size1 = 766552
# D1R2.size2 = 20525165
# R1D2.size1 = 20525165
# R1D2.size2 = 766552
# R1R2.size1 = 20525165
# R1R2.size2 = 20525165
# los_type = midpoint
# bin_type = lin
# smid             savg               corr0(s)           corr2(s)            corr4(s)
3.000000000000e+00 3.210028019468e+00 5.407467772592e+00 2.398614727312e+00  2.825532113210e+00
5.000000000000e+00 5.128932510135e+00 2.835324437305e+00 6.853617153114e-01  1.202104713317e+00
7.000000000000e+00 7.092663885712e+00 1.680873686724e+00 6.214779136451e-02  5.280196257018e-01
9.000000000000e+00 9.071990463869e+00 1.096636622541e+00 -1.309574218993e-01 2.534224103221e-01
1.100000000000e+01 1.105887720083e+01 7.624450666300e-01 -1.951423606347e-01 1.425656340638e-01
1.300000000000e+01 1.304974010109e+01 5.590757807343e-01 -1.887063360721e-01 7.438395245987e-02
1.500000000000e+01 1.504290773543e+01 4.241977188996e-01 -1.834667693564e-01 5.993491582165e-02
1.700000000000e+01 1.703780555630e+01 3.301797566632e-01 -1.580038600592e-01 3.869029180672e-02
1.900000000000e+01 1.903367166795e+01 2.661925507699e-01 -1.403627085162e-01 2.082465652367e-02
2.100000000000e+01 2.103037960229e+01 2.124242851495e-01 -1.257815390876e-01 2.135117212991e-02
2.300000000000e+01 2.302766415373e+01 1.746463851875e-01 -1.065924062203e-01 9.278630911951e-03
2.500000000000e+01 2.502536920935e+01 1.428300703326e-01 -9.542625390680e-02 1.410843932754e-02
2.700000000000e+01 2.702347005016e+01 1.208427381594e-01 -8.361176482590e-02 7.401218606089e-03
2.900000000000e+01 2.902171701270e+01 9.995267865886e-02 -7.714840931439e-02 8.411753167976e-03
3.100000000000e+01 3.102022833203e+01 8.557353061403e-02 -6.957124265222e-02 1.158130406665e-02
3.300000000000e+01 3.301896236365e+01 7.349973660654e-02 -6.747864193029e-02 6.838448934281e-03
3.500000000000e+01 3.501782445122e+01 6.142733295891e-02 -6.156259584407e-02 8.683261107756e-03
3.700000000000e+01 3.701678372508e+01 5.365388597867e-02 -5.323816673142e-02 -4.929401007124e-04
3.900000000000e+01 3.901590020368e+01 4.681772574734e-02 -5.159254788168e-02 8.065941112390e-03
4.100000000000e+01 4.101507897609e+01 3.815258531473e-02 -5.119203335167e-02 5.151636981370e-03
4.300000000000e+01 4.301435326194e+01 3.331712445605e-02 -4.546824567847e-02 4.854030789134e-03
4.500000000000e+01 4.501371872138e+01 2.920681210531e-02 -4.360215105226e-02 2.634803357538e-03
4.700000000000e+01 4.701306821098e+01 2.525708239509e-02 -3.667439578557e-02 1.396899247231e-03
4.900000000000e+01 4.901246556311e+01 2.236093567675e-02 -3.393669612137e-02 -3.681498513298e-04
5.100000000000e+01 5.101196042009e+01 1.974816755218e-02 -3.044305637514e-02 9.157438069489e-05
5.300000000000e+01 5.301147335397e+01 1.714356859443e-02 -2.948111873083e-02 1.795339143364e-04
5.500000000000e+01 5.501102140009e+01 1.621865140971e-02 -2.606270030226e-02 -2.799573814600e-04
5.700000000000e+01 5.701055643067e+01 1.457663619652e-02 -2.533369746939e-02 -1.146693461773e-03
5.900000000000e+01 5.901018151694e+01 1.290162780527e-02 -2.107225840989e-02 1.383077005386e-03
