# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 766552
# D1D2.size2 = 766552
# D1R2.size1 = 766552
# D1R2.size2 = 20525165
# R1D2.size1 = 20525165
# R1D2.size2 = 766552
# R1R2.size1 = 20525165
# R1R2.size2 = 20525165
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454371703633e-01 2.423039182310e+02
4.439475303322e-01 4.461691764985e-01 2.037151283533e+02
5.733802840848e-01 5.761392521324e-01 1.501112848333e+02
7.405491138359e-01 7.440845830137e-01 1.212906770667e+02
9.564559599018e-01 9.610221097372e-01 1.142864581779e+02
1.235310374613e+00 1.241511813472e+00 1.027079965875e+02
1.595464700520e+00 1.603797971810e+00 9.092075144661e+01
2.060621899500e+00 2.071446462101e+00 7.367483090921e+01
2.661395524022e+00 2.675354397424e+00 6.336206159483e+01
3.437324497522e+00 3.455285027914e+00 5.109860704749e+01
4.439475303322e+00 4.462679933857e+00 4.221266865896e+01
5.733802840848e+00 5.763706712546e+00 3.464138412183e+01
7.405491138359e+00 7.444209413475e+00 2.767807242901e+01
9.564559599018e+00 9.614262311145e+00 2.168858289460e+01
1.235310374613e+01 1.241699943664e+01 1.651875207928e+01
1.595464700520e+01 1.603615672962e+01 1.243473794263e+01
2.060621899500e+01 2.071039206809e+01 8.726474991408e+00
2.661395524022e+01 2.674709159198e+01 5.890170484410e+00
