s_Mpch,xi0,xi2,xi4
3.210028019468021743e+00,5.407467772592447375e+00,2.398614727312281758e+00,2.825532113210115881e+00
5.128932510135082445e+00,2.835324437305331013e+00,6.853617153113593652e-01,1.202104713316975104e+00
7.092663885712298111e+00,1.680873686724308369e+00,6.214779136450938879e-02,5.280196257017737427e-01
9.071990463869394006e+00,1.096636622541302897e+00,-1.309574218992989314e-01,2.534224103221173197e-01
1.105887720083408254e+01,7.624450666300099932e-01,-1.951423606347261197e-01,1.425656340637842801e-01
1.304974010109263993e+01,5.590757807342795482e-01,-1.887063360721482619e-01,7.438395245987156068e-02
1.504290773543489479e+01,4.241977188995597614e-01,-1.834667693563605817e-01,5.993491582164675591e-02
1.703780555630065052e+01,3.301797566631763381e-01,-1.580038600591734954e-01,3.869029180671745838e-02
1.903367166795109711e+01,2.661925507699131055e-01,-1.403627085161869292e-01,2.082465652366514985e-02
2.103037960229149306e+01,2.124242851494741180e-01,-1.257815390876200479e-01,2.135117212991272106e-02
2.302766415372922282e+01,1.746463851875036388e-01,-1.065924062202716072e-01,9.278630911951373308e-03
2.502536920935135356e+01,1.428300703326478294e-01,-9.542625390680024855e-02,1.410843932753921490e-02
2.702347005016498116e+01,1.208427381593505934e-01,-8.361176482590385040e-02,7.401218606088522459e-03
2.902171701269866944e+01,9.995267865885643088e-02,-7.714840931439376215e-02,8.411753167975693363e-03
3.102022833203389141e+01,8.557353061402585281e-02,-6.957124265221631410e-02,1.158130406664869758e-02
3.301896236365143977e+01,7.349973660654095242e-02,-6.747864193029283475e-02,6.838448934280821553e-03
3.501782445121632037e+01,6.142733295890900197e-02,-6.156259584407111629e-02,8.683261107756138492e-03
3.701678372508387582e+01,5.365388597867075393e-02,-5.323816673141510553e-02,-4.929401007123842670e-04
3.901590020368103495e+01,4.681772574734279629e-02,-5.159254788168465139e-02,8.065941112389601181e-03
4.101507897608905751e+01,3.815258531473000175e-02,-5.119203335167184232e-02,5.151636981369903112e-03
4.301435326193692532e+01,3.331712445604922967e-02,-4.546824567847105453e-02,4.854030789133927971e-03
4.501371872137794128e+01,2.920681210531122368e-02,-4.360215105225741239e-02,2.634803357537840278e-03
4.701306821097904276e+01,2.525708239509306258e-02,-3.667439578556511148e-02,1.396899247230768684e-03
4.901246556311487268e+01,2.236093567674784718e-02,-3.393669612136549635e-02,-3.681498513297520436e-04
5.101196042008810849e+01,1.974816755218326489e-02,-3.044305637513820134e-02,9.157438069489311824e-05
5.301147335396626659e+01,1.714356859442613817e-02,-2.948111873082875575e-02,1.795339143364166421e-04
5.501102140008727304e+01,1.621865140970634236e-02,-2.606270030226437440e-02,-2.799573814599621993e-04
5.701055643066519707e+01,1.457663619651687267e-02,-2.533369746939358527e-02,-1.146693461773323850e-03
5.901018151694366765e+01,1.290162780527178039e-02,-2.107225840988521254e-02,1.383077005385752525e-03
