# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 765692
# D1D2.size2 = 765692
# D1R2.size1 = 765692
# D1R2.size2 = 20515859
# R1D2.size1 = 20515859
# R1D2.size2 = 765692
# R1R2.size1 = 20515859
# R1R2.size2 = 20515859
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454371750016e-01 2.419517206773e+02
4.439475303322e-01 4.461701297942e-01 2.030598084811e+02
5.733802840848e-01 5.761372946630e-01 1.501951364893e+02
7.405491138359e-01 7.440853074966e-01 1.212389483717e+02
9.564559599018e-01 9.610183952668e-01 1.144709759804e+02
1.235310374613e+00 1.241512256814e+00 1.028175072138e+02
1.595464700520e+00 1.603798567869e+00 9.082252087086e+01
2.060621899500e+00 2.071445439216e+00 7.367833334296e+01
2.661395524022e+00 2.675354738020e+00 6.333617090665e+01
3.437324497522e+00 3.455281902217e+00 5.098492887186e+01
4.439475303322e+00 4.462677540635e+00 4.222080230206e+01
5.733802840848e+00 5.763706553462e+00 3.459518939322e+01
7.405491138359e+00 7.444210634298e+00 2.760021661191e+01
9.564559599018e+00 9.614257732978e+00 2.165446213457e+01
1.235310374613e+01 1.241699144903e+01 1.648736215288e+01
1.595464700520e+01 1.603614412513e+01 1.238709581255e+01
2.060621899500e+01 2.071036863174e+01 8.719244444701e+00
2.661395524022e+01 2.674707327646e+01 5.872074328265e+00
