s_Mpch,xi0,xi2,xi4
3.210044323413523859e+00,5.411618403815557699e+00,2.402101826828705100e+00,2.820599029770085586e+00
5.128946064774131841e+00,2.831995445133840938e+00,6.818587039197716582e-01,1.195465596794377028e+00
7.092669828052407865e+00,1.680999191328242048e+00,6.133471553009012256e-02,5.290970233647885879e-01
9.071990662049424614e+00,1.095891534170517101e+00,-1.309163732598655483e-01,2.536198636857905919e-01
1.105887537491452477e+01,7.628969010393724659e-01,-1.956598373780475408e-01,1.432312986821651368e-01
1.304973811262614980e+01,5.587182843408806665e-01,-1.881165617218994446e-01,7.516377059204885913e-02
1.504290843820310997e+01,4.240828480776150378e-01,-1.831151068636680257e-01,5.986883688670838199e-02
1.703780618672658775e+01,3.299999041978970427e-01,-1.583105563097265966e-01,3.954706545098612969e-02
1.903367379721570529e+01,2.662886051852931257e-01,-1.406605704990248895e-01,2.164496347578457464e-02
2.103038312565537282e+01,2.122479000409936423e-01,-1.257732044253551673e-01,2.062054917093789769e-02
2.302766305811534053e+01,1.748137129275090240e-01,-1.067067711055784685e-01,8.956133685106046349e-03
2.502536765009149633e+01,1.426970740333641241e-01,-9.548403787916420749e-02,1.406165296834888633e-02
2.702346902366294756e+01,1.208268732286980340e-01,-8.335997083754934089e-02,7.365931630242463293e-03
2.902171735871026925e+01,9.973908354828225908e-02,-7.724507756312036511e-02,8.433982636442013264e-03
3.102022966320157948e+01,8.553153820991510337e-02,-6.929282777808740135e-02,1.172769078614971719e-02
3.301896217455232829e+01,7.329639756527042693e-02,-6.711897509414721519e-02,7.013276190844705202e-03
3.501782443742498430e+01,6.142361763169043587e-02,-6.167223204617854060e-02,8.585500544941608581e-03
3.701678479820219536e+01,5.350573013151826984e-02,-5.295149704869235585e-02,-7.721228277845913930e-04
3.901590306443016232e+01,4.669273382917811521e-02,-5.160030581562237428e-02,7.938357868576871937e-03
4.101508062640303365e+01,3.811697081616597510e-02,-5.124137025362245079e-02,4.742767826015695243e-03
4.301435566814632949e+01,3.342029473264435113e-02,-4.540647011298443170e-02,4.597563693134195696e-03
4.501372067865381155e+01,2.921311955815419914e-02,-4.386917276471116733e-02,2.619886896772576426e-03
4.701306959873995339e+01,2.526612762374877419e-02,-3.674142289257750077e-02,1.227574747242480505e-03
4.901246874134573517e+01,2.231603910434033083e-02,-3.373247701873973575e-02,-4.288284412130193750e-04
5.101196361010566704e+01,1.977681845270243266e-02,-3.035052778661603834e-02,1.873863674145632356e-04
5.301147538871393294e+01,1.718292767249122652e-02,-2.951196036218530286e-02,1.716728255966915896e-04
5.501102457209047714e+01,1.619624289815478624e-02,-2.620739259699834262e-02,-1.950016075166331221e-04
5.701055738119968197e+01,1.456741419799527718e-02,-2.514573507056080265e-02,-1.082764604068827893e-03
5.901018440719138169e+01,1.289095210238887582e-02,-2.084013833714647504e-02,1.408297161302803340e-03
