rp_Mpch,wp
3.454376592751630670e-01,2.426646630505499616e+02
4.461686126633287452e-01,2.034085118349157995e+02
5.761366365491734642e-01,1.501432157368293190e+02
7.440857654055630377e-01,1.214117773703131036e+02
9.610224681758854359e-01,1.143918755056529619e+02
1.241511441628072143e+00,1.026379033625359511e+02
1.603799032296568505e+00,9.086416160146831089e+01
2.071450118711970934e+00,7.375602580897400173e+01
2.675354883767346426e+00,6.334073955468670647e+01
3.455284033323348325e+00,5.105826604382841083e+01
4.462682794073460357e+00,4.219979694394191938e+01
5.763710353508247231e+00,3.464662853390831287e+01
7.444216385065865360e+00,2.765331405765086004e+01
9.614267578745698373e+00,2.169235862449841079e+01
1.241700210246464131e+01,1.649711520686806310e+01
1.603616334393420573e+01,1.244136179661431463e+01
2.071038923282071664e+01,8.744409835324740143e+00
2.674710592338463755e+01,5.898477242881273952e+00
