# DESI DR1 LRG pycorr multipoles
# s_Mpch,xi0,xi2,xi4
# mode = smu
# autocorr = True
# D1D2.size1 = 767734
# D1D2.size2 = 767734
# D1R2.size1 = 767734
# D1R2.size2 = 20569336
# R1D2.size1 = 20569336
# R1D2.size2 = 767734
# R1R2.size1 = 20569336
# R1R2.size2 = 20569336
# los_type = midpoint
# bin_type = lin
# smid             savg               corr0(s)           corr2(s)            corr4(s)
3.000000000000e+00 3.210038098630e+00 5.408587497258e+00 2.404717976669e+00  2.818597649158e+00
5.000000000000e+00 5.128952132031e+00 2.832713076668e+00 6.833843740905e-01  1.196157690165e+00
7.000000000000e+00 7.092669411423e+00 1.680205736437e+00 6.002689831721e-02  5.262260960307e-01
9.000000000000e+00 9.071996813461e+00 1.095539277186e+00 -1.307859527917e-01 2.543808598381e-01
1.100000000000e+01 1.105887719665e+01 7.625670829796e-01 -1.950286655693e-01 1.418772087616e-01
1.300000000000e+01 1.304974213025e+01 5.585631809577e-01 -1.876796715603e-01 7.496056150161e-02
1.500000000000e+01 1.504291056893e+01 4.237548720899e-01 -1.831916115409e-01 6.008202539091e-02
1.700000000000e+01 1.703780818005e+01 3.297847537566e-01 -1.578313794153e-01 3.907957464618e-02
1.900000000000e+01 1.903367243207e+01 2.659454209892e-01 -1.404901231543e-01 2.146008949075e-02
2.100000000000e+01 2.103038137236e+01 2.122622718944e-01 -1.254033351010e-01 2.104992553235e-02
2.300000000000e+01 2.302766829628e+01 1.746147212335e-01 -1.068726243969e-01 9.082596796021e-03
2.500000000000e+01 2.502537083411e+01 1.427026141177e-01 -9.544955932491e-02 1.393086262023e-02
2.700000000000e+01 2.702347286693e+01 1.208181868224e-01 -8.345238554649e-02 7.059243706109e-03
2.900000000000e+01 2.902171793092e+01 9.982241691897e-02 -7.709527752174e-02 8.723123301670e-03
3.100000000000e+01 3.102023227111e+01 8.558945247784e-02 -6.924997252170e-02 1.179102154068e-02
3.300000000000e+01 3.301896376708e+01 7.332861208614e-02 -6.753206743489e-02 6.450552443812e-03
3.500000000000e+01 3.501782621500e+01 6.137325636830e-02 -6.173145042500e-02 8.758676617323e-03
3.700000000000e+01 3.701678604177e+01 5.355472920813e-02 -5.318823647040e-02 -8.098680524500e-04
3.900000000000e+01 3.901590300995e+01 4.675347257632e-02 -5.185025524637e-02 7.948038197776e-03
4.100000000000e+01 4.101508167107e+01 3.819574997998e-02 -5.131427888091e-02 4.755675323434e-03
4.300000000000e+01 4.301435673886e+01 3.325641248733e-02 -4.556925915174e-02 4.702902737878e-03
4.500000000000e+01 4.501372236509e+01 2.917249551256e-02 -4.395878607860e-02 2.645088354051e-03
4.700000000000e+01 4.701307065803e+01 2.512963662745e-02 -3.700743230689e-02 1.271684067469e-03
4.900000000000e+01 4.901246865143e+01 2.228167543308e-02 -3.382831495720e-02 -4.716755736759e-04
5.100000000000e+01 5.101196456372e+01 1.968457208110e-02 -3.045223229151e-02 2.502535895524e-04
5.300000000000e+01 5.301147703893e+01 1.713653628306e-02 -2.958926855095e-02 1.872627912476e-04
5.500000000000e+01 5.501102599859e+01 1.616487782270e-02 -2.632681128071e-02 -2.557033123554e-04
5.700000000000e+01 5.701055819190e+01 1.451371245945e-02 -2.532341312808e-02 -1.196044282807e-03
5.900000000000e+01 5.901018519041e+01 1.280611541154e-02 -2.112384588646e-02 1.487833582834e-03
