s_Mpch,xi0,xi2,xi4
3.210038098630415337e+00,5.408587497258338317e+00,2.404717976668948154e+00,2.818597649158113505e+00
5.128952132030971001e+00,2.832713076668070151e+00,6.833843740904588238e-01,1.196157690165252419e+00
7.092669411423199399e+00,1.680205736436743313e+00,6.002689831720681851e-02,5.262260960307210134e-01
9.071996813461149500e+00,1.095539277185744842e+00,-1.307859527916698517e-01,2.543808598381399610e-01
1.105887719664843516e+01,7.625670829796122874e-01,-1.950286655692748949e-01,1.418772087616085864e-01
1.304974213024638097e+01,5.585631809576744322e-01,-1.876796715602541687e-01,7.496056150161191367e-02
1.504291056892916245e+01,4.237548720899206312e-01,-1.831916115409130685e-01,6.008202539090512495e-02
1.703780818004534225e+01,3.297847537565836706e-01,-1.578313794152935712e-01,3.907957464617523718e-02
1.903367243206501414e+01,2.659454209892022636e-01,-1.404901231542535767e-01,2.146008949075255828e-02
2.103038137236037386e+01,2.122622718943539266e-01,-1.254033351009524455e-01,2.104992553234894676e-02
2.302766829627590539e+01,1.746147212334726029e-01,-1.068726243968792650e-01,9.082596796021377358e-03
2.502537083410925689e+01,1.427026141177350493e-01,-9.544955932490535588e-02,1.393086262023076650e-02
2.702347286692711847e+01,1.208181868224140337e-01,-8.345238554649173079e-02,7.059243706108806610e-03
2.902171793091920193e+01,9.982241691896601155e-02,-7.709527752174402671e-02,8.723123301670299146e-03
3.102023227110784376e+01,8.558945247784367771e-02,-6.924997252170442263e-02,1.179102154068034473e-02
3.301896376708100433e+01,7.332861208614013804e-02,-6.753206743489338637e-02,6.450552443811555237e-03
3.501782621499827997e+01,6.137325636829894793e-02,-6.173145042500097213e-02,8.758676617323095381e-03
3.701678604177080700e+01,5.355472920813340865e-02,-5.318823647039871982e-02,-8.098680524500491244e-04
3.901590300995465554e+01,4.675347257631640163e-02,-5.185025524636622390e-02,7.948038197776010130e-03
4.101508167106651115e+01,3.819574997997620541e-02,-5.131427888091284056e-02,4.755675323434158802e-03
4.301435673885524125e+01,3.325641248732752464e-02,-4.556925915173769270e-02,4.702902737878364436e-03
4.501372236509499913e+01,2.917249551255834267e-02,-4.395878607859914078e-02,2.645088354051341496e-03
4.701307065803178631e+01,2.512963662744733401e-02,-3.700743230689165775e-02,1.271684067468903650e-03
4.901246865142599773e+01,2.228167543307720336e-02,-3.382831495720100418e-02,-4.716755736759404780e-04
5.101196456371793886e+01,1.968457208109624171e-02,-3.045223229151311148e-02,2.502535895524219951e-04
5.301147703892597463e+01,1.713653628306038151e-02,-2.958926855094886482e-02,1.872627912476398883e-04
5.501102599859475362e+01,1.616487782269621781e-02,-2.632681128071431842e-02,-2.557033123553791119e-04
5.701055819189616614e+01,1.451371245945383588e-02,-2.532341312808449388e-02,-1.196044282806928974e-03
5.901018519040972166e+01,1.280611541153787655e-02,-2.112384588645616762e-02,1.487833582834437434e-03
