rp_Mpch,wp
3.454374306520042182e-01,2.422637011482449907e+02
4.461693683375566044e-01,2.035054731930167975e+02
5.761371194884500335e-01,1.500189201851097494e+02
7.440853579343842394e-01,1.211452931789547733e+02
9.610213035206445209e-01,1.144653961342941955e+02
1.241512215821103604e+00,1.028283788731367281e+02
1.603799976484873602e+00,9.082371237200172231e+01
2.071449964619664019e+00,7.368053473470740755e+01
2.675354324805996331e+00,6.333179644152620824e+01
3.455285049019846344e+00,5.109950003219165637e+01
4.462683424157027012e+00,4.215699753416238593e+01
5.763711559375872540e+00,3.460962484655731686e+01
7.444217386266203995e+00,2.759727452432365880e+01
9.614270881671785673e+00,2.166475767335023050e+01
1.241701106560037893e+01,1.648323321047153200e+01
1.603617121648188260e+01,1.240653834680172807e+01
2.071040976325642902e+01,8.720808253873446603e+00
2.674712763446292030e+01,5.883196237869793066e+00
