rp_Mpch,wp
3.454351349137979588e-01,2.424283482875924847e+02
4.461625125890455457e-01,2.031496993597262417e+02
5.761351997551801274e-01,1.500871128336862625e+02
7.440830543798736540e-01,1.213110461331589534e+02
9.610189518042749901e-01,1.138933002085421435e+02
1.241508235629607437e+00,1.031114363672385537e+02
1.603801234442779444e+00,9.089306927660265956e+01
2.071443496373753135e+00,7.370487966968541116e+01
2.675352038000293753e+00,6.338246211376412020e+01
3.455281045611439339e+00,5.108755801619953019e+01
4.462675542349773039e+00,4.213445722034081342e+01
5.763703695509149405e+00,3.464362321078917262e+01
7.444203253684003485e+00,2.763631965262125334e+01
9.614246185627733254e+00,2.169179997668481263e+01
1.241697769295070408e+01,1.651807547466846415e+01
1.603612753066326846e+01,1.245745603024110792e+01
2.071033792467564183e+01,8.786544520402030045e+00
2.674701334648229434e+01,5.933182700077727745e+00
