# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 766142
# D1D2.size2 = 766142
# D1R2.size1 = 766142
# D1R2.size2 = 20524188
# R1D2.size1 = 20524188
# R1D2.size2 = 766142
# R1R2.size1 = 20524188
# R1R2.size2 = 20524188
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454365752413e-01 2.421147354412e+02
4.439475303322e-01 4.461692185292e-01 2.036230027043e+02
5.733802840848e-01 5.761404304443e-01 1.500755078846e+02
7.405491138359e-01 7.440820199758e-01 1.212967694187e+02
9.564559599018e-01 9.610196469692e-01 1.145908995487e+02
1.235310374613e+00 1.241510028341e+00 1.026883639501e+02
1.595464700520e+00 1.603799688316e+00 9.083427454625e+01
2.060621899500e+00 2.071446736928e+00 7.357309651449e+01
2.661395524022e+00 2.675351442029e+00 6.324616250712e+01
3.437324497522e+00 3.455281309422e+00 5.111078135965e+01
4.439475303322e+00 4.462676486951e+00 4.217021716036e+01
5.733802840848e+00 5.763709622104e+00 3.465162897436e+01
7.405491138359e+00 7.444208840163e+00 2.765054788155e+01
9.564559599018e+00 9.614260300264e+00 2.172401581115e+01
1.235310374613e+01 1.241699868428e+01 1.653480743249e+01
1.595464700520e+01 1.603615935768e+01 1.241923295058e+01
2.060621899500e+01 2.071038977656e+01 8.730526947527e+00
2.661395524022e+01 2.674710162530e+01 5.881791259343e+00
