rp_Mpch,wp
3.454365752412722479e-01,2.421147354411556023e+02
4.461692185291958879e-01,2.036230027042738016e+02
5.761404304442807600e-01,1.500755078846336801e+02
7.440820199757968156e-01,1.212967694186573340e+02
9.610196469692362520e-01,1.145908995487091602e+02
1.241510028340682137e+00,1.026883639501017171e+02
1.603799688316123406e+00,9.083427454624816733e+01
2.071446736928279186e+00,7.357309651449476462e+01
2.675351442028707005e+00,6.324616250712168153e+01
3.455281309421783131e+00,5.111078135964631031e+01
4.462676486950861943e+00,4.217021716035972645e+01
5.763709622104014940e+00,3.465162897435745037e+01
7.444208840162730212e+00,2.765054788155262244e+01
9.614260300263671510e+00,2.172401581115370561e+01
1.241699868428311504e+01,1.653480743249201623e+01
1.603615935767613010e+01,1.241923295057690169e+01
2.071038977656094460e+01,8.730526947527312842e+00
2.674710162530270097e+01,5.881791259342588063e+00
