rp_Mpch,wp
3.454373991502814323e-01,2.406531334947040364e+02
4.461615639506597009e-01,2.019402327174191214e+02
5.761387236632007358e-01,1.490781432498533263e+02
7.440803876686855611e-01,1.205964830835579562e+02
9.610134770954535943e-01,1.142069460705027666e+02
1.241504286900832588e+00,1.026089044122702632e+02
1.603794376701416668e+00,9.073236853173153804e+01
2.071441636058144908e+00,7.373608846916573611e+01
2.675351708644917892e+00,6.317653086586132360e+01
3.455276117667537061e+00,5.102375628208808678e+01
4.462667436585850744e+00,4.207544308903008812e+01
5.763686600676935612e+00,3.451215210291434232e+01
7.444178586813225529e+00,2.759058104959709112e+01
9.614216591927169375e+00,2.167250727702011304e+01
1.241691687458038196e+01,1.648907359711208898e+01
1.603601302821937580e+01,1.244657572734599427e+01
2.071013482122932459e+01,8.731979004469790695e+00
2.674667451115712424e+01,5.868632740387880631e+00
