# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 764428
# D1D2.size2 = 764428
# D1R2.size1 = 764428
# D1R2.size2 = 20543724
# R1D2.size1 = 20543724
# R1D2.size2 = 764428
# R1R2.size1 = 20543724
# R1R2.size2 = 20543724
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454373991503e-01 2.406531334947e+02
4.439475303322e-01 4.461615639507e-01 2.019402327174e+02
5.733802840848e-01 5.761387236632e-01 1.490781432499e+02
7.405491138359e-01 7.440803876687e-01 1.205964830836e+02
9.564559599018e-01 9.610134770955e-01 1.142069460705e+02
1.235310374613e+00 1.241504286901e+00 1.026089044123e+02
1.595464700520e+00 1.603794376701e+00 9.073236853173e+01
2.060621899500e+00 2.071441636058e+00 7.373608846917e+01
2.661395524022e+00 2.675351708645e+00 6.317653086586e+01
3.437324497522e+00 3.455276117668e+00 5.102375628209e+01
4.439475303322e+00 4.462667436586e+00 4.207544308903e+01
5.733802840848e+00 5.763686600677e+00 3.451215210291e+01
7.405491138359e+00 7.444178586813e+00 2.759058104960e+01
9.564559599018e+00 9.614216591927e+00 2.167250727702e+01
1.235310374613e+01 1.241691687458e+01 1.648907359711e+01
1.595464700520e+01 1.603601302822e+01 1.244657572735e+01
2.060621899500e+01 2.071013482123e+01 8.731979004470e+00
2.661395524022e+01 2.674667451116e+01 5.868632740388e+00
