rp_Mpch,wp
3.454358020320953404e-01,2.421238738209070789e+02
4.461693790476338739e-01,2.033598909456323440e+02
5.761379482174852074e-01,1.490618557949921410e+02
7.440826796177656410e-01,1.210935629344121338e+02
9.610215383402506140e-01,1.139713189512013116e+02
1.241508082622113429e+00,1.026475949999890531e+02
1.603801238334465529e+00,9.079103008237223094e+01
2.071446578292820639e+00,7.358556907325865382e+01
2.675356379704999732e+00,6.323593146578479463e+01
3.455280324113672474e+00,5.108790261623727247e+01
4.462677340293626393e+00,4.222699474945737563e+01
5.763706607154231776e+00,3.462086668657103417e+01
7.444207227354542766e+00,2.764623323499215246e+01
9.614249720153161149e+00,2.167797638146592476e+01
1.241698902919492831e+01,1.647739396929031130e+01
1.603613709975131840e+01,1.238351183104853703e+01
2.071035217519412797e+01,8.713971424261355736e+00
2.674703026961644525e+01,5.881627638344614439e+00
