s_Mpch,xi0,xi2,xi4
3.210049702050899345e+00,5.402535566474259809e+00,2.394503459304071491e+00,2.822995688705039363e+00
5.128934590808505334e+00,2.829231330950287226e+00,6.818653939496923666e-01,1.190679919324929781e+00
7.092650823226195556e+00,1.680322855690001393e+00,5.891515929890975278e-02,5.237577158828016222e-01
9.071985695935770977e+00,1.094822966714660062e+00,-1.310770549048059785e-01,2.502827639397408044e-01
1.105886882853203090e+01,7.614990514830093371e-01,-1.951919982452857694e-01,1.407410712200004577e-01
1.304973287423384853e+01,5.584134960490061417e-01,-1.863824419977238578e-01,7.449679703973638434e-02
1.504290255197186355e+01,4.231728123824846644e-01,-1.824229078693598849e-01,5.776636032932429970e-02
1.703780009799382356e+01,3.294863849287706370e-01,-1.564571692089666288e-01,3.751389187470401121e-02
1.903366969937312447e+01,2.658304312264005431e-01,-1.399557226003212973e-01,2.150967205782044339e-02
2.103038037122815496e+01,2.122106292207274481e-01,-1.251222738592533412e-01,2.076701308416170275e-02
2.302766172007676460e+01,1.743750776133169145e-01,-1.055907910840399866e-01,7.885413243937142158e-03
2.502536152829470595e+01,1.423788288371897193e-01,-9.515019506429878149e-02,1.289975535866829184e-02
2.702346872053073668e+01,1.206564883633699792e-01,-8.236911761176804458e-02,6.781938152719557862e-03
2.902171263030208692e+01,1.001115847779353862e-01,-7.678453494660791856e-02,8.637317771445895270e-03
3.102022322817649425e+01,8.582290346351899302e-02,-6.902888945433212353e-02,1.143062130255954531e-02
3.301895793050154992e+01,7.337500436189317576e-02,-6.703191923509838057e-02,6.699188235565828146e-03
3.501781959940513644e+01,6.156312729325952304e-02,-6.129116789227172235e-02,8.841530747408021113e-03
3.701678061034857592e+01,5.369255696043127163e-02,-5.272010538058935492e-02,-8.156563480030667914e-04
3.901589818049836111e+01,4.701690229679998667e-02,-5.146564593126864290e-02,7.977839129565253082e-03
4.101507796438388453e+01,3.846048135016091885e-02,-5.113140810468380648e-02,4.821272608294846496e-03
4.301435271712577446e+01,3.359824419901115411e-02,-4.540641776508819866e-02,4.667413074486457397e-03
4.501371709189069747e+01,2.943553594126363873e-02,-4.401863342612710034e-02,2.507031757639786688e-03
4.701306535054369107e+01,2.542613383763780988e-02,-3.690357347260159182e-02,9.985547557765318740e-04
4.901246311437876813e+01,2.242189560019711148e-02,-3.371438899519593746e-02,-9.992588090146801647e-04
5.101195944685115080e+01,1.982072268414134669e-02,-3.053659997369866097e-02,8.634547952884457115e-05
5.301147246007464986e+01,1.707994124777638401e-02,-2.956324338692830483e-02,-1.468041642690054611e-04
5.501101960371600796e+01,1.614109965578715972e-02,-2.648995574488191562e-02,-4.204860690403593388e-04
5.701055431049013578e+01,1.460964046779409178e-02,-2.551662163689965429e-02,-9.392804402430989397e-04
5.901018021248083301e+01,1.293151073858019029e-02,-2.112345012310966677e-02,1.389054094099528760e-03
