rp_Mpch,wp
3.454356204119957141e-01,2.400268697614401958e+02
4.461694849603756174e-01,2.015101516143994616e+02
5.761301754963992217e-01,1.480562604596019582e+02
7.440742789102455790e-01,1.207254628171519073e+02
9.610103735229927890e-01,1.143338600611258329e+02
1.241497305051777023e+00,1.027992453371416275e+02
1.603793901417111201e+00,9.085045246155250709e+01
2.071437161680609318e+00,7.373242351670879202e+01
2.675351331243268405e+00,6.344447604002159125e+01
3.455268970363305492e+00,5.124360944402963014e+01
4.462653073623374489e+00,4.229227241572689877e+01
5.763681409017573642e+00,3.470449085411159729e+01
7.444168787807634580e+00,2.774631635846894540e+01
9.614182542815505883e+00,2.176941478354141424e+01
1.241687923147869022e+01,1.657449432561950431e+01
1.603596678948093057e+01,1.243173992002575545e+01
2.071008462332520850e+01,8.744740441028231004e+00
2.674661598223730863e+01,5.931706102452563911e+00
