# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 760934
# D1D2.size2 = 760934
# D1R2.size1 = 760934
# D1R2.size2 = 20479062
# R1D2.size1 = 20479062
# R1D2.size2 = 760934
# R1R2.size1 = 20479062
# R1R2.size2 = 20479062
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454356204120e-01 2.400268697614e+02
4.439475303322e-01 4.461694849604e-01 2.015101516144e+02
5.733802840848e-01 5.761301754964e-01 1.480562604596e+02
7.405491138359e-01 7.440742789102e-01 1.207254628172e+02
9.564559599018e-01 9.610103735230e-01 1.143338600611e+02
1.235310374613e+00 1.241497305052e+00 1.027992453371e+02
1.595464700520e+00 1.603793901417e+00 9.085045246155e+01
2.060621899500e+00 2.071437161681e+00 7.373242351671e+01
2.661395524022e+00 2.675351331243e+00 6.344447604002e+01
3.437324497522e+00 3.455268970363e+00 5.124360944403e+01
4.439475303322e+00 4.462653073623e+00 4.229227241573e+01
5.733802840848e+00 5.763681409018e+00 3.470449085411e+01
7.405491138359e+00 7.444168787808e+00 2.774631635847e+01
9.564559599018e+00 9.614182542816e+00 2.176941478354e+01
1.235310374613e+01 1.241687923148e+01 1.657449432562e+01
1.595464700520e+01 1.603596678948e+01 1.243173992003e+01
2.060621899500e+01 2.071008462333e+01 8.744740441028e+00
2.661395524022e+01 2.674661598224e+01 5.931706102453e+00
