s_Mpch,xi0,xi2,xi4
3.210034155959463842e+00,5.406440920519289151e+00,2.403314315431734904e+00,2.815027712610367772e+00
5.128946413359127376e+00,2.832337853214911938e+00,6.840658268774983952e-01,1.197122770712576223e+00
7.092667731869146230e+00,1.679742332129861015e+00,6.159580115533468125e-02,5.269473452181203665e-01
9.071992712847421814e+00,1.095886926709668252e+00,-1.303915204971084207e-01,2.554455077341979963e-01
1.105887493124824239e+01,7.625992437026045678e-01,-1.949135509320597814e-01,1.426456450590755376e-01
1.304973834804101251e+01,5.586788123188305422e-01,-1.879908554155818035e-01,7.549458446401274836e-02
1.504290722918723056e+01,4.238958083862395809e-01,-1.831076565022736191e-01,5.981316221199596550e-02
1.703780554889627297e+01,3.298571703181105708e-01,-1.581438006575775213e-01,3.908658257997977420e-02
1.903367263676074472e+01,2.661246801996622335e-01,-1.403548226239995644e-01,2.187385401112637226e-02
2.103037910897052498e+01,2.122587504164841488e-01,-1.253820617599543108e-01,2.085882346587815406e-02
2.302766463037705336e+01,1.746784871234064174e-01,-1.063411333009436910e-01,8.789136689529582214e-03
2.502536645671461812e+01,1.427411685360913118e-01,-9.536153412224458725e-02,1.366984744227277629e-02
2.702346964507367488e+01,1.208070421286877305e-01,-8.322267423176735179e-02,7.003062572753750679e-03
2.902171554882739102e+01,9.993446427268390386e-02,-7.680387634384530648e-02,8.232632868140115495e-03
3.102022766550270205e+01,8.557301321900342983e-02,-6.925585410821311072e-02,1.145704079087627066e-02
3.301896028749845868e+01,7.324613129182661053e-02,-6.733666030463753005e-02,6.315468210231033400e-03
3.501782208471866653e+01,6.142491949578575416e-02,-6.147384807800710532e-02,8.736983844623227510e-03
3.701678243699757331e+01,5.350638630955704966e-02,-5.297980333706819867e-02,-8.775941068693025654e-04
3.901590040566426865e+01,4.667844792127528314e-02,-5.159058268085130183e-02,7.668622499877283602e-03
4.101507760918014611e+01,3.813885492102857266e-02,-5.125662279899409479e-02,4.830443359007034407e-03
4.301435259271558209e+01,3.330135118032455377e-02,-4.561320149719217537e-02,4.605826518122585131e-03
4.501371839843854872e+01,2.915091611436219921e-02,-4.384078344457210258e-02,2.411437411140162496e-03
4.701306717791501200e+01,2.512085733242112873e-02,-3.689415500056004993e-02,1.203866190184022227e-03
4.901246562611697755e+01,2.226515022739320587e-02,-3.385463174598839220e-02,-4.184525543883823532e-04
5.101196109803528600e+01,1.966205067103474896e-02,-3.042604835493021437e-02,1.931955557595934931e-04
5.301147328465163611e+01,1.713056090562612571e-02,-2.950856253769217757e-02,1.719269683183168940e-04
5.501102079190649619e+01,1.613489794223594426e-02,-2.629666943624131906e-02,-2.614432759511655475e-04
5.701055497401798533e+01,1.444780652698378354e-02,-2.527179663098797283e-02,-1.059737264323228718e-03
5.901018154460853538e+01,1.281082714873947592e-02,-2.104485692095046240e-02,1.470083638933097903e-03
