# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 768272
# D1D2.size2 = 768272
# D1R2.size1 = 768272
# D1R2.size2 = 20577654
# R1D2.size1 = 20577654
# R1D2.size2 = 768272
# R1R2.size1 = 20577654
# R1R2.size2 = 20577654
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454354316067e-01 2.423361710241e+02
4.439475303322e-01 4.461671141979e-01 2.030968641623e+02
5.733802840848e-01 5.761384768095e-01 1.498394882118e+02
7.405491138359e-01 7.440849400735e-01 1.213074214744e+02
9.564559599018e-01 9.610219882439e-01 1.144276048373e+02
1.235310374613e+00 1.241511520969e+00 1.027267175708e+02
1.595464700520e+00 1.603799084543e+00 9.088245680936e+01
2.060621899500e+00 2.071448523059e+00 7.377786557262e+01
2.661395524022e+00 2.675354275356e+00 6.334524605142e+01
3.437324497522e+00 3.455282336996e+00 5.104159084459e+01
4.439475303322e+00 4.462680279790e+00 4.217001747029e+01
5.733802840848e+00 5.763709897900e+00 3.462394644455e+01
7.405491138359e+00 7.444214015848e+00 2.763872611900e+01
9.564559599018e+00 9.614262184820e+00 2.166866125331e+01
1.235310374613e+01 1.241700097514e+01 1.649435501435e+01
1.595464700520e+01 1.603615537473e+01 1.242177613282e+01
2.060621899500e+01 2.071038238527e+01 8.729363582150e+00
2.661395524022e+01 2.674707843265e+01 5.889467275791e+00
