rp_Mpch,wp
3.454310013236562837e-01,2.426599994202094308e+02
4.461649766592110100e-01,2.025235573409416645e+02
5.761369581442731258e-01,1.489483648876627626e+02
7.440775930675711525e-01,1.213500058635753618e+02
9.610112762796114705e-01,1.142099639385524341e+02
1.241505849368557124e+00,1.028937611267706842e+02
1.603793760370505250e+00,9.107790129223275244e+01
2.071449927243623979e+00,7.391449826965775571e+01
2.675347072574783880e+00,6.344321332406850189e+01
3.455276891834230035e+00,5.120681034627964578e+01
4.462669335786888958e+00,4.231149604688347665e+01
5.763698672003501500e+00,3.475726230078225143e+01
7.444199034223053957e+00,2.776751560391392104e+01
9.614233640192438202e+00,2.178437765551933225e+01
1.241694949835070894e+01,1.657682013198017756e+01
1.603605900347114854e+01,1.249230476480924423e+01
2.071022148314199285e+01,8.766266566891786738e+00
2.674684149131883970e+01,5.925110911638324929e+00
