# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 759090
# D1D2.size2 = 759090
# D1R2.size1 = 759090
# D1R2.size2 = 20398717
# R1D2.size1 = 20398717
# R1D2.size2 = 759090
# R1R2.size1 = 20398717
# R1R2.size2 = 20398717
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454310013237e-01 2.426599994202e+02
4.439475303322e-01 4.461649766592e-01 2.025235573409e+02
5.733802840848e-01 5.761369581443e-01 1.489483648877e+02
7.405491138359e-01 7.440775930676e-01 1.213500058636e+02
9.564559599018e-01 9.610112762796e-01 1.142099639386e+02
1.235310374613e+00 1.241505849369e+00 1.028937611268e+02
1.595464700520e+00 1.603793760371e+00 9.107790129223e+01
2.060621899500e+00 2.071449927244e+00 7.391449826966e+01
2.661395524022e+00 2.675347072575e+00 6.344321332407e+01
3.437324497522e+00 3.455276891834e+00 5.120681034628e+01
4.439475303322e+00 4.462669335787e+00 4.231149604688e+01
5.733802840848e+00 5.763698672004e+00 3.475726230078e+01
7.405491138359e+00 7.444199034223e+00 2.776751560391e+01
9.564559599018e+00 9.614233640192e+00 2.178437765552e+01
1.235310374613e+01 1.241694949835e+01 1.657682013198e+01
1.595464700520e+01 1.603605900347e+01 1.249230476481e+01
2.060621899500e+01 2.071022148314e+01 8.766266566892e+00
2.661395524022e+01 2.674684149132e+01 5.925110911638e+00
