s_Mpch,xi0,xi2,xi4
3.210077890657399902e+00,5.405627538128817022e+00,2.384438485063443025e+00,2.818852368318637502e+00
5.128909220585300410e+00,2.831423506900974552e+00,6.761546891970201534e-01,1.194201908218526231e+00
7.092633773600324432e+00,1.681479471181577923e+00,6.214322608884981225e-02,5.256830137854007212e-01
9.071974923504708244e+00,1.096800303634392515e+00,-1.328490203275309589e-01,2.553779679158306726e-01
1.105884613544554185e+01,7.644192121620820846e-01,-1.943809071651149967e-01,1.428447270962679427e-01
1.304972252154401602e+01,5.598251841341417290e-01,-1.866604692668562826e-01,7.468091918866670564e-02
1.504289007731549610e+01,4.250533061234573751e-01,-1.818507430518748746e-01,6.038856704305493178e-02
1.703777610457712299e+01,3.305740908163098402e-01,-1.579727342306828930e-01,3.959426742942617761e-02
1.903364597019348281e+01,2.668227411348500500e-01,-1.396105212761705738e-01,2.155452868627468627e-02
2.103036461514485111e+01,2.129276943201619254e-01,-1.254815739476858316e-01,1.958579813378855464e-02
2.302764163553592169e+01,1.757031292560227720e-01,-1.072129315331014077e-01,8.004648279564156171e-03
2.502535575119411249e+01,1.432972032189646638e-01,-9.577255062042029643e-02,1.376116068930059895e-02
2.702344945101908635e+01,1.212536379147661630e-01,-8.354969532042394453e-02,6.721753457163569603e-03
2.902170805680684396e+01,1.005350485485104750e-01,-7.758160573627374823e-02,7.597635493843458467e-03
3.102020938511835624e+01,8.618653073738909154e-02,-6.978945988782847554e-02,1.066354086481580143e-02
3.301894766680782567e+01,7.410333473843630503e-02,-6.772450844425201288e-02,6.714594584532444961e-03
3.501780733844055504e+01,6.208636537307360426e-02,-6.154204011172732802e-02,8.041957716783419696e-03
3.701676756231821486e+01,5.380626780464985159e-02,-5.306009051355878997e-02,-1.160030159440955493e-03
3.901588408185798329e+01,4.717650314416486912e-02,-5.186446212668905514e-02,7.567811649929943874e-03
4.101506281030676604e+01,3.864116597985078894e-02,-5.165354532250866770e-02,4.144389535824131651e-03
4.301434049292056727e+01,3.369838160705850016e-02,-4.565396124674528378e-02,4.634745465154230248e-03
4.501369818720138483e+01,2.964776000861714389e-02,-4.430728882661547768e-02,2.492395266137911302e-03
4.701305166811892633e+01,2.553619914654669740e-02,-3.743989037815829979e-02,1.402890136928017705e-03
4.901245214514446502e+01,2.257860453365659326e-02,-3.470420188730434508e-02,-4.691165459091942592e-04
5.101194674237947879e+01,1.997995409837892075e-02,-3.113570925967793640e-02,2.086976215563599946e-04
5.301145832945952208e+01,1.734913906723543203e-02,-3.016311082338219915e-02,2.868318426573580947e-04
5.501100593372806458e+01,1.634219444757065848e-02,-2.692414273825442794e-02,3.287806498475303674e-04
5.701053891771147875e+01,1.458286148293844522e-02,-2.543693758383985468e-02,-9.266131014478131084e-04
5.901016272756451286e+01,1.300700684417282517e-02,-2.144805254765184271e-02,1.381473051288120268e-03
