rp_Mpch,wp
3.454325022578116910e-01,2.394961086240041652e+02
4.461615952916141992e-01,2.020317486506930038e+02
5.761347304392208102e-01,1.489479008424361268e+02
7.440786115737598738e-01,1.201177790708070745e+02
9.610155622383075302e-01,1.141736576628852475e+02
1.241502007098657323e+00,1.025966567925892292e+02
1.603794135922462338e+00,9.065497360533427695e+01
2.071449029599692349e+00,7.363601295044330186e+01
2.675344297529146598e+00,6.335788780945094345e+01
3.455271822975122031e+00,5.099397024350536611e+01
4.462664371808320318e+00,4.221677504351011123e+01
5.763679922857789961e+00,3.465131535946068908e+01
7.444176882371635884e+00,2.766184259816438029e+01
9.614204112897196453e+00,2.170283646572773506e+01
1.241690284658100119e+01,1.654158909727458138e+01
1.603598406618840855e+01,1.247584492530730671e+01
2.071011648717506404e+01,8.809325158782332466e+00
2.674666047582870121e+01,5.980163066570694852e+00
