s_Mpch,xi0,xi2,xi4
3.209994534907686159e+00,5.404265459256265558e+00,2.390047494606326595e+00,2.796348944573925355e+00
5.128896155393423584e+00,2.832188811372783110e+00,6.823177122812651429e-01,1.190886651999826018e+00
7.092600820308094356e+00,1.680341278882998335e+00,6.146012493045384384e-02,5.280413338829407222e-01
9.071962144418016294e+00,1.095770513790539358e+00,-1.315861876838019529e-01,2.550300179599941930e-01
1.105884983840133096e+01,7.631443431217348472e-01,-1.950279123049935559e-01,1.436173817140563580e-01
1.304969158991985090e+01,5.590784270591564464e-01,-1.877752036217819054e-01,7.231957853855641716e-02
1.504287409398823705e+01,4.237680402918744815e-01,-1.811080253616436098e-01,5.909699510003260658e-02
1.703776722347677008e+01,3.301864702634377813e-01,-1.578225743489581334e-01,4.056275341543694873e-02
1.903364196108632100e+01,2.661567677524907527e-01,-1.394159239860642274e-01,2.064479383377390564e-02
2.103034049335731126e+01,2.126813161679899644e-01,-1.249984049769880950e-01,2.142103952246550425e-02
2.302764725442674631e+01,1.747040698109151857e-01,-1.066708581916593623e-01,8.855426683706727961e-03
2.502533235829528024e+01,1.429227796931698269e-01,-9.538335107018681980e-02,1.391348725594752228e-02
2.702344170018988123e+01,1.208677086886920937e-01,-8.352975715844812576e-02,6.483642537533883254e-03
2.902168532964400072e+01,9.965006736672876730e-02,-7.648640861337832608e-02,7.882751488725709549e-03
3.102020180813840966e+01,8.540710014767557978e-02,-6.896195227778846581e-02,1.113733143945423026e-02
3.301893766751928894e+01,7.297772610718264441e-02,-6.714559829692591519e-02,5.900727918427428435e-03
3.501779931866580853e+01,6.106332945924523858e-02,-6.130305603559520894e-02,7.320793342289556860e-03
3.701675288199319169e+01,5.319976611221777923e-02,-5.271661160526083106e-02,-2.210236158795521842e-03
3.901587070601071616e+01,4.650404122018971659e-02,-5.132065269009652292e-02,7.040329645079586654e-03
4.101505265299556413e+01,3.806077299795267155e-02,-5.047098136390869294e-02,3.779809395959142938e-03
4.301432484944442791e+01,3.321390588325140447e-02,-4.479882320670150464e-02,3.134160231600505685e-03
4.501368872418468925e+01,2.930876818731056876e-02,-4.304187624053008171e-02,1.456041068321352848e-03
4.701304401515670151e+01,2.527484477741124766e-02,-3.625647896115778701e-02,1.982716184742655617e-04
4.901244148705375636e+01,2.247903353664664622e-02,-3.315569865446884451e-02,-2.079624970573300084e-03
5.101193446034064749e+01,1.973900262013967774e-02,-2.953637873224678606e-02,-5.025787579388285055e-04
5.301144780730563610e+01,1.733612485627306771e-02,-2.874718518929076511e-02,-7.823076362997598331e-04
5.501099976602231578e+01,1.652875145479194147e-02,-2.560787511122130516e-02,-8.830359692415027089e-04
5.701053304521579435e+01,1.472368503484101053e-02,-2.411158031235942356e-02,-1.649744344883904285e-03
5.901015593244142821e+01,1.311254881852618251e-02,-2.026694785393908307e-02,7.456726139658470878e-04
