rp_Mpch,wp
3.454383894055807480e-01,2.431893248687499636e+02
4.461702327183265648e-01,2.039618911288295635e+02
5.761406755125419998e-01,1.502927621553414781e+02
7.440895901269624080e-01,1.214980934481902040e+02
9.610251390085902123e-01,1.144968370480226696e+02
1.241515785885091372e+00,1.026691186834989225e+02
1.603800611387697472e+00,9.081928064836752412e+01
2.071449227113471458e+00,7.376418039695340667e+01
2.675354674192965909e+00,6.330500362382046831e+01
3.455282100827732794e+00,5.106413926958175153e+01
4.462682286178422331e+00,4.216414896681629187e+01
5.763713428883136203e+00,3.457872109335695399e+01
7.444220829057127453e+00,2.764457828981183596e+01
9.614273398037930463e+00,2.168297641572041812e+01
1.241701186115784061e+01,1.649173229359351822e+01
1.603617622907390938e+01,1.241046537795447691e+01
2.071041240368406733e+01,8.724865922930334250e+00
2.674712187790646922e+01,5.877971027356543310e+00
