# DESI DR1 LRG pycorr multipoles
# s_Mpch,xi0,xi2,xi4
# mode = smu
# autocorr = True
# D1D2.size1 = 764907
# D1D2.size2 = 764907
# D1R2.size1 = 764907
# D1R2.size2 = 20460911
# R1D2.size1 = 20460911
# R1D2.size2 = 764907
# R1R2.size1 = 20460911
# R1R2.size2 = 20460911
# los_type = midpoint
# bin_type = lin
# smid             savg               corr0(s)           corr2(s)            corr4(s)
3.000000000000e+00 3.210065318126e+00 5.405795705146e+00 2.402860954254e+00  2.822155422403e+00
5.000000000000e+00 5.128960815749e+00 2.831767332056e+00 6.864434182744e-01  1.199612043763e+00
7.000000000000e+00 7.092672266531e+00 1.679510123400e+00 6.206655399162e-02  5.265033996527e-01
9.000000000000e+00 9.071995856135e+00 1.095989707832e+00 -1.312239313892e-01 2.546725716731e-01
1.100000000000e+01 1.105888031416e+01 7.624079695373e-01 -1.949647596182e-01 1.426279560145e-01
1.300000000000e+01 1.304974105472e+01 5.587657905754e-01 -1.883449284916e-01 7.471215520024e-02
1.500000000000e+01 1.504291380051e+01 4.239414738765e-01 -1.826135303892e-01 5.957582449860e-02
1.700000000000e+01 1.703780810590e+01 3.295719150590e-01 -1.576147446431e-01 3.901313332663e-02
1.900000000000e+01 1.903367394959e+01 2.660866717946e-01 -1.403524588764e-01 2.195452092541e-02
2.100000000000e+01 2.103038202759e+01 2.122478553997e-01 -1.254952283238e-01 2.078553462477e-02
2.300000000000e+01 2.302766618805e+01 1.745621136187e-01 -1.066977327146e-01 8.990327973502e-03
2.500000000000e+01 2.502537096336e+01 1.426227469193e-01 -9.529957607519e-02 1.401172672470e-02
2.700000000000e+01 2.702347238877e+01 1.206978483094e-01 -8.334922008274e-02 6.868435253893e-03
2.900000000000e+01 2.902171934068e+01 9.980369751322e-02 -7.686238361701e-02 8.360783635766e-03
3.100000000000e+01 3.102023187332e+01 8.549068900091e-02 -6.898355994825e-02 1.184318266247e-02
3.300000000000e+01 3.301896190137e+01 7.330813718632e-02 -6.749451374110e-02 6.597510784938e-03
3.500000000000e+01 3.501782581308e+01 6.138863862459e-02 -6.161547413064e-02 8.545929429324e-03
3.700000000000e+01 3.701678399944e+01 5.352061597198e-02 -5.307925063919e-02 -8.582283965204e-04
3.900000000000e+01 3.901590316772e+01 4.671793743210e-02 -5.174328199333e-02 7.812540425416e-03
4.100000000000e+01 4.101508098768e+01 3.804499059763e-02 -5.137035753269e-02 4.688284556298e-03
4.300000000000e+01 4.301435614319e+01 3.329935413923e-02 -4.554328222360e-02 4.527074964508e-03
4.500000000000e+01 4.501372121839e+01 2.917447793099e-02 -4.395638795356e-02 2.531575762773e-03
4.700000000000e+01 4.701306897530e+01 2.508564266240e-02 -3.698326474094e-02 1.262826752830e-03
4.900000000000e+01 4.901246803283e+01 2.225791925132e-02 -3.395616748181e-02 -4.059493213191e-04
5.100000000000e+01 5.101196365680e+01 1.969176930345e-02 -3.046412544245e-02 2.917106410396e-04
5.300000000000e+01 5.301147516374e+01 1.707658933520e-02 -2.958997243364e-02 3.261972233092e-04
5.500000000000e+01 5.501102479482e+01 1.616110088917e-02 -2.632361675732e-02 -3.563178147945e-04
5.700000000000e+01 5.701055751760e+01 1.450464668890e-02 -2.542416932214e-02 -1.153316670941e-03
5.900000000000e+01 5.901018382722e+01 1.279347831317e-02 -2.113616919717e-02 1.425257821309e-03
