rp_Mpch,wp
3.454367207101749493e-01,2.436123255494232183e+02
4.461678518280585704e-01,2.036108551305659944e+02
5.761382146645956936e-01,1.502860968644274919e+02
7.440861831326940345e-01,1.216491823452510346e+02
9.610264539796420369e-01,1.147278655497949273e+02
1.241515625797434685e+00,1.028270640693591247e+02
1.603801694830758739e+00,9.080729349275637219e+01
2.071446330851213879e+00,7.382359902290603770e+01
2.675356375116847207e+00,6.339686510340943926e+01
3.455285627414877325e+00,5.110603168793968365e+01
4.462684396738983317e+00,4.221640263849052133e+01
5.763713157261749487e+00,3.466248455531400907e+01
7.444224404299630393e+00,2.763095531509122438e+01
9.614276889303566165e+00,2.167432542772569093e+01
1.241702446138270588e+01,1.649164162491774732e+01
1.603619059291179383e+01,1.242903057933651567e+01
2.071042826508436718e+01,8.727547139046558655e+00
2.674715652458894155e+01,5.884847968934617590e+00
