s_Mpch,xi0,xi2,xi4
3.210048372237300107e+00,5.409921163338287542e+00,2.409629713446524768e+00,2.825514556526521392e+00
5.128934151575969658e+00,2.832493128788627246e+00,6.805392461333166221e-01,1.199170057232279429e+00
7.092685201442074039e+00,1.679442725741579157e+00,6.328729696497158164e-02,5.241415291463797921e-01
9.071987724821022780e+00,1.095896050447842551e+00,-1.306344425596284442e-01,2.557244244805090272e-01
1.105888308911922557e+01,7.628341121645237921e-01,-1.930548440165915369e-01,1.433070129360730360e-01
1.304974700916624286e+01,5.581599950014474176e-01,-1.870074567132345433e-01,7.464923095270128983e-02
1.504291627150226063e+01,4.237135194655101689e-01,-1.829556247709927252e-01,6.029370404064440803e-02
1.703781232796684719e+01,3.296657184906388038e-01,-1.577364867373999280e-01,3.880256464300263497e-02
1.903367721539074608e+01,2.660943668654170979e-01,-1.399112519557892398e-01,2.186668452644871183e-02
2.103038419717827168e+01,2.123081611312714612e-01,-1.249341681936888548e-01,2.105131380250721551e-02
2.302766876217102521e+01,1.746514080198202645e-01,-1.063503893403188461e-01,8.636941946843758322e-03
2.502537735201093838e+01,1.425530826980235810e-01,-9.469575346314479392e-02,1.350917048285834275e-02
2.702347170996441150e+01,1.205941116355744580e-01,-8.282458031968893686e-02,7.073114554231318962e-03
2.902171952937537114e+01,9.972892078287645679e-02,-7.648951664195544065e-02,8.270287272146414209e-03
3.102023737388586966e+01,8.546008145615105467e-02,-6.866780123606408548e-02,1.180797734086448496e-02
3.301896588697054824e+01,7.318622288334190873e-02,-6.688072109103822271e-02,6.310783614423489882e-03
3.501783036325856813e+01,6.132827440526654461e-02,-6.113459551608002585e-02,8.727343656928950727e-03
3.701678924683866967e+01,5.352795590397678438e-02,-5.280944476691021294e-02,-7.602977534331290931e-04
3.901590370943872443e+01,4.664597880634369087e-02,-5.136667995175629720e-02,7.754188568313296129e-03
4.101508476087257549e+01,3.816511476562584049e-02,-5.093447762528855588e-02,4.744043633923229752e-03
4.301435915988654557e+01,3.325460548628020319e-02,-4.536020800968783295e-02,4.517850436882584267e-03
4.501372381417712631e+01,2.910175347434184462e-02,-4.356785465417956082e-02,2.225572595139238986e-03
4.701307125964950728e+01,2.515265687176717127e-02,-3.659031287668416954e-02,1.265915330826625045e-03
4.901247029394370713e+01,2.231842802291116729e-02,-3.358776827842482882e-02,-7.251229267483760930e-04
5.101196449863273585e+01,1.968379667943589983e-02,-3.020161337303806787e-02,1.556960881894078517e-04
5.301147765420123648e+01,1.721319931882988805e-02,-2.948822736771179731e-02,-9.554450414632075124e-05
5.501102556326100768e+01,1.625180855666218810e-02,-2.608730133903618825e-02,-4.899299915882910283e-04
5.701055950271194206e+01,1.456312026660155565e-02,-2.523205913781846610e-02,-1.392454263877615506e-03
5.901018598305567764e+01,1.279101943830300916e-02,-2.108084018808518284e-02,1.245122910751148525e-03
