# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 763311
# D1D2.size2 = 763311
# D1R2.size1 = 763311
# D1R2.size2 = 20422761
# R1D2.size1 = 20422761
# R1D2.size2 = 763311
# R1R2.size1 = 20422761
# R1R2.size2 = 20422761
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454367207102e-01 2.436123255494e+02
4.439475303322e-01 4.461678518281e-01 2.036108551306e+02
5.733802840848e-01 5.761382146646e-01 1.502860968644e+02
7.405491138359e-01 7.440861831327e-01 1.216491823453e+02
9.564559599018e-01 9.610264539796e-01 1.147278655498e+02
1.235310374613e+00 1.241515625797e+00 1.028270640694e+02
1.595464700520e+00 1.603801694831e+00 9.080729349276e+01
2.060621899500e+00 2.071446330851e+00 7.382359902291e+01
2.661395524022e+00 2.675356375117e+00 6.339686510341e+01
3.437324497522e+00 3.455285627415e+00 5.110603168794e+01
4.439475303322e+00 4.462684396739e+00 4.221640263849e+01
5.733802840848e+00 5.763713157262e+00 3.466248455531e+01
7.405491138359e+00 7.444224404300e+00 2.763095531509e+01
9.564559599018e+00 9.614276889304e+00 2.167432542773e+01
1.235310374613e+01 1.241702446138e+01 1.649164162492e+01
1.595464700520e+01 1.603619059291e+01 1.242903057934e+01
2.060621899500e+01 2.071042826508e+01 8.727547139047e+00
2.661395524022e+01 2.674715652459e+01 5.884847968935e+00
