rp_Mpch,wp
3.454436052098876497e-01,2.397939662049498395e+02
4.461544130459134117e-01,2.015265707881863193e+02
5.761305151689417592e-01,1.492380093118586615e+02
7.440794367443873680e-01,1.208985996221739327e+02
9.610185827305826045e-01,1.136249194616354430e+02
1.241508269260757302e+00,1.023657447346641476e+02
1.603798380427494896e+00,9.074854197255882582e+01
2.071450250478934940e+00,7.350429091578035923e+01
2.675347691069987821e+00,6.304397185205819198e+01
3.455277041903410673e+00,5.086814138357983950e+01
4.462677652091411318e+00,4.186928520008796539e+01
5.763689410834604843e+00,3.448276807544844758e+01
7.444184429662589864e+00,2.749692528597920926e+01
9.614209025443251733e+00,2.157630090935237632e+01
1.241693754534819050e+01,1.640334924092492841e+01
1.603600964511203486e+01,1.231988531726940117e+01
2.071014787679659008e+01,8.678020667809249744e+00
2.674669319705300197e+01,5.863081416211002761e+00
