# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 757743
# D1D2.size2 = 757743
# D1R2.size1 = 757743
# D1R2.size2 = 20359529
# R1D2.size1 = 20359529
# R1D2.size2 = 757743
# R1R2.size1 = 20359529
# R1R2.size2 = 20359529
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454436052099e-01 2.397939662049e+02
4.439475303322e-01 4.461544130459e-01 2.015265707882e+02
5.733802840848e-01 5.761305151689e-01 1.492380093119e+02
7.405491138359e-01 7.440794367444e-01 1.208985996222e+02
9.564559599018e-01 9.610185827306e-01 1.136249194616e+02
1.235310374613e+00 1.241508269261e+00 1.023657447347e+02
1.595464700520e+00 1.603798380427e+00 9.074854197256e+01
2.060621899500e+00 2.071450250479e+00 7.350429091578e+01
2.661395524022e+00 2.675347691070e+00 6.304397185206e+01
3.437324497522e+00 3.455277041903e+00 5.086814138358e+01
4.439475303322e+00 4.462677652091e+00 4.186928520009e+01
5.733802840848e+00 5.763689410835e+00 3.448276807545e+01
7.405491138359e+00 7.444184429663e+00 2.749692528598e+01
9.564559599018e+00 9.614209025443e+00 2.157630090935e+01
1.235310374613e+01 1.241693754535e+01 1.640334924092e+01
1.595464700520e+01 1.603600964511e+01 1.231988531727e+01
2.060621899500e+01 2.071014787680e+01 8.678020667809e+00
2.661395524022e+01 2.674669319705e+01 5.863081416211e+00
