# DESI DR1 LRG pycorr multipoles
# s_Mpch,xi0,xi2,xi4
# mode = smu
# autocorr = True
# D1D2.size1 = 757743
# D1D2.size2 = 757743
# D1R2.size1 = 757743
# D1R2.size2 = 20359529
# R1D2.size1 = 20359529
# R1D2.size2 = 757743
# R1R2.size1 = 20359529
# R1R2.size2 = 20359529
# los_type = midpoint
# bin_type = lin
# smid             savg               corr0(s)           corr2(s)            corr4(s)
3.000000000000e+00 3.209994676821e+00 5.401791670792e+00 2.387139374508e+00  2.794818617056e+00
5.000000000000e+00 5.128930126811e+00 2.827089241018e+00 6.813219928700e-01  1.188259074150e+00
7.000000000000e+00 7.092637156954e+00 1.677350752511e+00 6.010897473691e-02  5.254087311308e-01
9.000000000000e+00 9.071966782822e+00 1.094766823397e+00 -1.313124168150e-01 2.544542315479e-01
1.100000000000e+01 1.105885974524e+01 7.616113185194e-01 -1.944023209848e-01 1.417205173602e-01
1.300000000000e+01 1.304970425632e+01 5.582119787335e-01 -1.880394338126e-01 7.396565870279e-02
1.500000000000e+01 1.504288135210e+01 4.234457597577e-01 -1.822899901972e-01 5.991328424296e-02
1.700000000000e+01 1.703777681573e+01 3.289843742935e-01 -1.581453484762e-01 3.856218430260e-02
1.900000000000e+01 1.903364273079e+01 2.656640033634e-01 -1.408730036560e-01 2.109116033170e-02
2.100000000000e+01 2.103034417119e+01 2.123528134847e-01 -1.262487096694e-01 2.154024713823e-02
2.300000000000e+01 2.302764205776e+01 1.743426488186e-01 -1.061510309781e-01 8.831547602900e-03
2.500000000000e+01 2.502534539696e+01 1.423556438116e-01 -9.535256089000e-02 1.490156679088e-02
2.700000000000e+01 2.702344778954e+01 1.206649874357e-01 -8.369582372660e-02 7.578148859263e-03
2.900000000000e+01 2.902169189783e+01 9.936812548599e-02 -7.712656776253e-02 8.966102090232e-03
3.100000000000e+01 3.102020255129e+01 8.506061878532e-02 -6.922665178260e-02 1.116747695624e-02
3.300000000000e+01 3.301893100116e+01 7.288186399190e-02 -6.773064492781e-02 7.026028847460e-03
3.500000000000e+01 3.501779703857e+01 6.105196931196e-02 -6.113597540433e-02 8.328623872599e-03
3.700000000000e+01 3.701675843686e+01 5.350926988625e-02 -5.296735354362e-02 -1.074730568879e-03
3.900000000000e+01 3.901586864146e+01 4.698738134875e-02 -5.146534977237e-02 8.317055501627e-03
4.100000000000e+01 4.101505572863e+01 3.825787076664e-02 -5.140049417092e-02 4.463447802530e-03
4.300000000000e+01 4.301432271986e+01 3.340696405907e-02 -4.596873002033e-02 4.712295343021e-03
4.500000000000e+01 4.501369719090e+01 2.927559876949e-02 -4.390573786615e-02 2.426868159742e-03
4.700000000000e+01 4.701304224558e+01 2.502980025507e-02 -3.755310939116e-02 4.908892822611e-04
4.900000000000e+01 4.901244003816e+01 2.235060518857e-02 -3.453169743238e-02 -7.261055905272e-04
5.100000000000e+01 5.101193283572e+01 1.994134782426e-02 -3.133496746301e-02 -7.629989666852e-04
5.300000000000e+01 5.301144389746e+01 1.731946824504e-02 -3.038458402649e-02 -5.183778204707e-04
5.500000000000e+01 5.501099511994e+01 1.621602422674e-02 -2.726475713728e-02 -7.279298163960e-04
5.700000000000e+01 5.701053078210e+01 1.476180879881e-02 -2.606437292346e-02 -1.476600358691e-03
5.900000000000e+01 5.901015711759e+01 1.281056723977e-02 -2.170266727812e-02 7.505961668795e-04
