# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 762311
# D1D2.size2 = 762311
# D1R2.size1 = 762311
# D1R2.size2 = 20486927
# R1D2.size1 = 20486927
# R1D2.size2 = 762311
# R1R2.size1 = 20486927
# R1R2.size2 = 20486927
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454405926278e-01 2.410992665513e+02
4.439475303322e-01 4.461583075915e-01 2.020104771146e+02
5.733802840848e-01 5.761344216909e-01 1.490054695154e+02
7.405491138359e-01 7.440795939406e-01 1.208881543570e+02
9.564559599018e-01 9.610106949406e-01 1.142941091585e+02
1.235310374613e+00 1.241502810041e+00 1.025665831529e+02
1.595464700520e+00 1.603799098766e+00 9.105175061075e+01
2.060621899500e+00 2.071440386721e+00 7.361135238114e+01
2.661395524022e+00 2.675342831312e+00 6.340409666320e+01
3.437324497522e+00 3.455272761043e+00 5.104976732845e+01
4.439475303322e+00 4.462667376356e+00 4.210028681811e+01
5.733802840848e+00 5.763685737655e+00 3.453222930090e+01
7.405491138359e+00 7.444176055110e+00 2.759324695696e+01
9.564559599018e+00 9.614197003758e+00 2.162378260672e+01
1.235310374613e+01 1.241690416245e+01 1.643911118003e+01
1.595464700520e+01 1.603598859462e+01 1.239968956066e+01
2.060621899500e+01 2.071010756600e+01 8.686894551901e+00
2.661395524022e+01 2.674665274423e+01 5.835061408589e+00
