rp_Mpch,wp
3.454405926278146799e-01,2.410992665513252859e+02
4.461583075915146468e-01,2.020104771145867630e+02
5.761344216908675930e-01,1.490054695154355500e+02
7.440795939405802084e-01,1.208881543570359725e+02
9.610106949405856636e-01,1.142941091585271636e+02
1.241502810040565397e+00,1.025665831528618526e+02
1.603799098765926967e+00,9.105175061075408394e+01
2.071440386720943216e+00,7.361135238114367496e+01
2.675342831311636971e+00,6.340409666320456950e+01
3.455272761042759821e+00,5.104976732845098297e+01
4.462667376356095339e+00,4.210028681811228068e+01
5.763685737655412922e+00,3.453222930090086606e+01
7.444176055109673840e+00,2.759324695696346552e+01
9.614197003758222948e+00,2.162378260672367958e+01
1.241690416245383943e+01,1.643911118002627347e+01
1.603598859462467985e+01,1.239968956065922434e+01
2.071010756600083980e+01,8.686894551900735451e+00
2.674665274422748595e+01,5.835061408589034215e+00
