rp_Mpch,wp
3.454363196774254408e-01,2.416068342499640096e+02
4.461695976273531983e-01,2.032631549409817353e+02
5.761340731825667083e-01,1.492174333377744233e+02
7.440815628164573203e-01,1.210310439184450502e+02
9.610163743338259179e-01,1.144695330623664233e+02
1.241511703172228476e+00,1.027625220581101217e+02
1.603800715779376107e+00,9.070917098330849626e+01
2.071445991948965393e+00,7.381448217193610617e+01
2.675356768819541653e+00,6.339896542018691150e+01
3.455283235215311333e+00,5.114793883087190807e+01
4.462681406894731140e+00,4.230138373922353168e+01
5.763709520604055392e+00,3.462597436519853034e+01
7.444209244240394874e+00,2.763681153170828608e+01
9.614261040507090073e+00,2.173457526584325450e+01
1.241698538220628478e+01,1.652385134138343403e+01
1.603613581354922601e+01,1.244294372563648921e+01
2.071035097420948290e+01,8.749028361524210595e+00
2.674703160796461532e+01,5.904776185451185988e+00
