s_Mpch,xi0,xi2,xi4
3.210044655809368486e+00,5.404685343773612871e+00,2.394208566215676459e+00,2.806742951342256820e+00
5.128927322066266115e+00,2.832418506103243416e+00,6.821573264911988677e-01,1.198384497886652689e+00
7.092665062526756437e+00,1.680258094108154410e+00,6.185242821278302133e-02,5.259743799384970497e-01
9.071994503212973626e+00,1.095708322312270111e+00,-1.303679352857819995e-01,2.543916290354705789e-01
1.105886766532328913e+01,7.636548944065926214e-01,-1.939880845008624122e-01,1.429241013307069319e-01
1.304973188661043970e+01,5.594372447819676575e-01,-1.872831481436712242e-01,7.572748160169863463e-02
1.504290280822446313e+01,4.243384930963747248e-01,-1.832362199223983024e-01,6.030234599957892683e-02
1.703780126035270470e+01,3.300571647825281119e-01,-1.576632582173110586e-01,3.903930556353883002e-02
1.903366625134713885e+01,2.661575249365655260e-01,-1.403717919236140421e-01,2.216833262416869482e-02
2.103037251973692534e+01,2.123300105472875066e-01,-1.260588130139429497e-01,2.102706439303220209e-02
2.302766122289501283e+01,1.745269730471863401e-01,-1.069547640018972817e-01,1.031910564324974716e-02
2.502536037353068821e+01,1.428334630481217227e-01,-9.514128297874223372e-02,1.400251483597541452e-02
2.702346216455259764e+01,1.210407031843988568e-01,-8.322572410866617421e-02,7.001291363683907407e-03
2.902171401846984367e+01,1.001069767114895204e-01,-7.696101776040326081e-02,8.708105171870180253e-03
3.102022675250869099e+01,8.562848080245234750e-02,-6.930130873822307191e-02,1.178216150911602991e-02
3.301895824751646558e+01,7.334762545677497858e-02,-6.737758128366613808e-02,6.725005228810260714e-03
3.501781853408208178e+01,6.140663800065561395e-02,-6.166815932205915035e-02,8.377670001862080190e-03
3.701677894456162221e+01,5.352551523679361517e-02,-5.292470103331287090e-02,-6.219354270843246123e-04
3.901589575165825607e+01,4.672026374196624338e-02,-5.128171033526997269e-02,7.502247142652913869e-03
4.101507464021489113e+01,3.827339125782409923e-02,-5.128162009818940104e-02,4.852589500025517553e-03
4.301435033304908018e+01,3.353173828699843040e-02,-4.533938689306092618e-02,4.632459174142307574e-03
4.501371378431490200e+01,2.913864845397850373e-02,-4.378414465897564195e-02,2.636299645428319231e-03
4.701306219994801694e+01,2.525653271328135926e-02,-3.682111634279854745e-02,1.759434623262499595e-03
4.901246322480777451e+01,2.217752511592550879e-02,-3.371834976311310905e-02,-7.427306972480079593e-04
5.101195782647888421e+01,1.970320936782924900e-02,-3.000729880737886685e-02,1.518751752322885780e-04
5.301147020895446360e+01,1.715951945171011878e-02,-2.978902595825102390e-02,6.161764170206196056e-05
5.501101969714921580e+01,1.619331520049908935e-02,-2.609498436680644795e-02,-3.192774627024504370e-04
5.701055136090946007e+01,1.453930066192417325e-02,-2.527626828661964919e-02,-1.229551445126069635e-03
5.901017702820554689e+01,1.282698334514907959e-02,-2.091432899599688505e-02,1.530199033678190327e-03
