# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 758748
# D1D2.size2 = 758748
# D1R2.size1 = 758748
# D1R2.size2 = 20416788
# R1D2.size1 = 20416788
# R1D2.size2 = 758748
# R1R2.size1 = 20416788
# R1R2.size2 = 20416788
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454353841119e-01 2.406537931624e+02
4.439475303322e-01 4.461699171294e-01 2.012549027871e+02
5.733802840848e-01 5.761345223864e-01 1.491691989203e+02
7.405491138359e-01 7.440716450403e-01 1.201555140017e+02
9.564559599018e-01 9.610119001829e-01 1.141157629445e+02
1.235310374613e+00 1.241499399779e+00 1.027655008388e+02
1.595464700520e+00 1.603796914577e+00 9.105600169583e+01
2.060621899500e+00 2.071440141418e+00 7.391976117805e+01
2.661395524022e+00 2.675346009448e+00 6.353495558608e+01
3.437324497522e+00 3.455276948894e+00 5.121619727052e+01
4.439475303322e+00 4.462670786276e+00 4.236281390880e+01
5.733802840848e+00 5.763690020780e+00 3.473322263828e+01
7.405491138359e+00 7.444186351899e+00 2.771013668737e+01
9.564559599018e+00 9.614204919762e+00 2.171517057316e+01
1.235310374613e+01 1.241690511187e+01 1.654920774732e+01
1.595464700520e+01 1.603599988962e+01 1.243037407798e+01
2.060621899500e+01 2.071012447488e+01 8.757181116220e+00
2.661395524022e+01 2.674665002315e+01 5.927993875829e+00
