rp_Mpch,wp
3.454353841118738000e-01,2.406537931623870747e+02
4.461699171293941335e-01,2.012549027871268947e+02
5.761345223863957310e-01,1.491691989203133630e+02
7.440716450403073168e-01,1.201555140017330103e+02
9.610119001829230401e-01,1.141157629445285124e+02
1.241499399779015134e+00,1.027655008387573616e+02
1.603796914576959720e+00,9.105600169582602632e+01
2.071440141418457781e+00,7.391976117804527746e+01
2.675346009447536311e+00,6.353495558608216243e+01
3.455276948893552191e+00,5.121619727051947280e+01
4.462670786276031976e+00,4.236281390880262165e+01
5.763690020780440904e+00,3.473322263827621015e+01
7.444186351899037213e+00,2.771013668737077396e+01
9.614204919761821344e+00,2.171517057316303578e+01
1.241690511187151813e+01,1.654920774731760247e+01
1.603599988962131917e+01,1.243037407797501004e+01
2.071012447488221753e+01,8.757181116219804551e+00
2.674665002314609197e+01,5.927993875828589943e+00
