# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 765983
# D1D2.size2 = 765983
# D1R2.size1 = 765983
# D1R2.size2 = 20540340
# R1D2.size1 = 20540340
# R1D2.size2 = 765983
# R1R2.size1 = 20540340
# R1R2.size2 = 20540340
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454376220789e-01 2.424199473475e+02
4.439475303322e-01 4.461656324450e-01 2.025428606861e+02
5.733802840848e-01 5.761359079467e-01 1.499921838039e+02
7.405491138359e-01 7.440848457373e-01 1.211944678973e+02
9.564559599018e-01 9.610214369818e-01 1.142658676640e+02
1.235310374613e+00 1.241506775853e+00 1.023537751030e+02
1.595464700520e+00 1.603800807381e+00 9.060191132463e+01
2.060621899500e+00 2.071449324631e+00 7.363956112163e+01
2.661395524022e+00 2.675354339770e+00 6.327172876826e+01
3.437324497522e+00 3.455281839748e+00 5.092528928523e+01
4.439475303322e+00 4.462679348451e+00 4.210153251930e+01
5.733802840848e+00 5.763705720579e+00 3.455894036260e+01
7.405491138359e+00 7.444205284417e+00 2.760139934365e+01
9.564559599018e+00 9.614250163631e+00 2.162405926024e+01
1.235310374613e+01 1.241697877845e+01 1.644468434947e+01
1.595464700520e+01 1.603611746541e+01 1.237275822784e+01
2.060621899500e+01 2.071032969199e+01 8.700936640145e+00
2.661395524022e+01 2.674700129264e+01 5.859402266994e+00
