s_Mpch,xi0,xi2,xi4
3.210009186930190328e+00,5.405950898278875982e+00,2.400371611946731321e+00,2.821297400558079094e+00
5.128944431891340194e+00,2.831082792528849090e+00,6.825373166746540043e-01,1.198756589969886432e+00
7.092657152558078160e+00,1.678286365915538703e+00,6.081242101347713452e-02,5.246843375282642663e-01
9.071992395369379736e+00,1.094615640689711622e+00,-1.319507648606382810e-01,2.524828702919206802e-01
1.105886116345939918e+01,7.612106918353610530e-01,-1.944148243916523633e-01,1.421552307198848675e-01
1.304972827904892263e+01,5.581352215238640779e-01,-1.883336622177802511e-01,7.481638463393407157e-02
1.504290445478122251e+01,4.230109439995528575e-01,-1.827026500344620108e-01,5.878353694829849263e-02
1.703779626800980651e+01,3.292039208609640610e-01,-1.577709233928100141e-01,3.850929499387745897e-02
1.903366707966018012e+01,2.655766844076077882e-01,-1.407045477633214470e-01,2.111475988012005006e-02
2.103037247002533050e+01,2.118646505331872598e-01,-1.254822294969855923e-01,2.120133799238674982e-02
2.302765639513448903e+01,1.744154962441658852e-01,-1.063802525458647230e-01,8.908537969620882943e-03
2.502536074764941176e+01,1.426647981345811611e-01,-9.516537187192802838e-02,1.396683025945448346e-02
2.702346539154993010e+01,1.207536423707438467e-01,-8.368951997244959695e-02,7.111723510351797631e-03
2.902170659832928834e+01,9.975732612506046926e-02,-7.718145157282096935e-02,7.882795404753279236e-03
3.102022198067049530e+01,8.550469092674545246e-02,-6.937869625804674034e-02,1.113081024039629108e-02
3.301895243695815907e+01,7.320952970539394700e-02,-6.782056006486630872e-02,6.418234776121788457e-03
3.501782021160018132e+01,6.137477178324651783e-02,-6.180595970034698239e-02,8.527642759105643136e-03
3.701677690138143362e+01,5.353830528349244611e-02,-5.352244282356359573e-02,-1.038249848685769867e-03
3.901589331882167500e+01,4.671244863798364177e-02,-5.197851324790685179e-02,7.711091329574589620e-03
4.101507254451719575e+01,3.820935321463600487e-02,-5.173405177291252877e-02,4.658254741660264146e-03
4.301434644322432632e+01,3.342846458214003558e-02,-4.567174218486168974e-02,4.622852593060394408e-03
4.501371224185725595e+01,2.939884244391269275e-02,-4.400218415667282029e-02,2.020726023617602264e-03
4.701306109682980860e+01,2.528613094136861889e-02,-3.691687685702169097e-02,9.669650175599776376e-04
4.901245905340002906e+01,2.231378994364215801e-02,-3.393628304639972892e-02,-1.121684638267818335e-03
5.101195545490768524e+01,1.974625079428962357e-02,-3.051850068389602363e-02,-7.815589436990956615e-05
5.301146708453642731e+01,1.725230135532264744e-02,-2.977764309266730733e-02,-3.736280620789732905e-04
5.501101696332109015e+01,1.616522285284187690e-02,-2.647532547241748108e-02,-7.223754907239356973e-04
5.701054924163683779e+01,1.453907583083373714e-02,-2.521514028727618595e-02,-1.627752759459310649e-03
5.901017594511792197e+01,1.292516898958000898e-02,-2.120204994290292994e-02,1.027401007560354521e-03
