rp_Mpch,wp
3.454386945882890747e-01,2.430975774240091027e+02
4.461678377949736540e-01,2.034759323564962301e+02
5.761360573185491107e-01,1.503397276220481444e+02
7.440890728767518558e-01,1.213700957213907543e+02
9.610260146061353481e-01,1.144120474715615785e+02
1.241513148867231076e+00,1.026359329784497447e+02
1.603799982217545272e+00,9.074170091187745868e+01
2.071447753565760497e+00,7.362579304953811743e+01
2.675354380709573654e+00,6.328120120102791191e+01
3.455285259321647651e+00,5.096785764763731663e+01
4.462682970088542866e+00,4.214312618683567280e+01
5.763709506039980113e+00,3.455836473958567012e+01
7.444215148272330218e+00,2.757457167753395666e+01
9.614265005072887504e+00,2.163090496962625409e+01
1.241699912510862269e+01,1.647529169895613066e+01
1.603615611541273367e+01,1.239286545845227749e+01
2.071036081829683084e+01,8.699509655069618930e+00
2.674702261385292701e+01,5.864011010494476039e+00
