s_Mpch,xi0,xi2,xi4
3.210041567968786591e+00,5.399700803277285743e+00,2.399940907876264795e+00,2.824597408694679679e+00
5.128949809427816753e+00,2.829334339838762702e+00,6.880606577839596394e-01,1.197349722873664923e+00
7.092664831830795436e+00,1.678642062898958454e+00,6.042208755236767870e-02,5.264120440170010351e-01
9.071991502662649864e+00,1.095428403848813792e+00,-1.323259955992805437e-01,2.560533081038520176e-01
1.105887798793999366e+01,7.620772180544975738e-01,-1.951460301278343246e-01,1.416492919801594641e-01
1.304974122781210255e+01,5.584402442333565864e-01,-1.876743519586511477e-01,7.590590520459264412e-02
1.504290813807420868e+01,4.234252088832769489e-01,-1.834463632211392747e-01,6.012518663480832110e-02
1.703780587240683886e+01,3.296340475748037457e-01,-1.577362182377144428e-01,3.902014650734501877e-02
1.903367208474940142e+01,2.658124644863371078e-01,-1.401932028636478922e-01,2.170220327876149630e-02
2.103037685699850812e+01,2.121828443831328681e-01,-1.255961292197108614e-01,2.146891719194187267e-02
2.302766162582571496e+01,1.742856570657149162e-01,-1.065572206930789911e-01,9.290528386551972009e-03
2.502536521716151086e+01,1.423437853526109687e-01,-9.541144536337139992e-02,1.366871633193244250e-02
2.702346566105400782e+01,1.205883423004526778e-01,-8.341436429608112268e-02,6.789097614935730822e-03
2.902171324790689511e+01,9.963383484870962092e-02,-7.722944699371339650e-02,8.656261080455571189e-03
3.102022672791435909e+01,8.527211291875841370e-02,-6.937391830859729325e-02,1.209321075785137548e-02
3.301895564453526077e+01,7.320165459853429646e-02,-6.751490034361136428e-02,6.568697610903019221e-03
3.501781893809758373e+01,6.132103463306640828e-02,-6.163213193971019827e-02,8.815395751395706248e-03
3.701677918642250376e+01,5.348958005429788054e-02,-5.309632865895683174e-02,-7.792100333671303633e-04
3.901589582282569779e+01,4.659555753908900533e-02,-5.160123644302890000e-02,7.719518085708186074e-03
4.101507304704708190e+01,3.805829807912371188e-02,-5.162244963173537315e-02,5.093685582993030293e-03
4.301434746259150188e+01,3.326222044561216729e-02,-4.544065882763152764e-02,4.663704110808954313e-03
4.501371256797051501e+01,2.911230921829424667e-02,-4.403743120340621042e-02,2.720915438643334294e-03
4.701306073311780409e+01,2.510755241019753739e-02,-3.692284155505923260e-02,1.632073076807929752e-03
4.901245972826854569e+01,2.215333512922756237e-02,-3.409390621777835806e-02,-3.383693588098634795e-04
5.101195411002873925e+01,1.967703485507401109e-02,-3.053808594101753426e-02,2.335103256096427425e-04
5.301146775553438317e+01,1.703620418552016097e-02,-2.975810297598684151e-02,2.501044435742573653e-04
5.501101520047980387e+01,1.600389171979153813e-02,-2.636510061696698340e-02,-1.572698259482287848e-04
5.701054753569679434e+01,1.436717641787790302e-02,-2.527243367506020605e-02,-9.606105737269652212e-04
5.901017497077948804e+01,1.267071278946248214e-02,-2.113812891812041211e-02,1.497608469096046394e-03
